X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
60	60	8859791	8999800	14	52	19	91	ChrX	S2	2
61	61	9018524	9140643	7	7	0	21	ChrX	S2	1
62	62	9164152	9293945	7	7	0	21	ChrX	S2	1
63	63	9300459	9439604	4	4	0	6	ChrX	S2	1
64	64	9559304	9599992	6	8	1	15	ChrX	S2	1
65	65	9605085	9704194	10	32	11	45	ChrX	S2	2
66	66	9754277	9898836	26	312	143	325	ChrX	S2	2
67	67	9905752	10047433	35	729	347	595	ChrX	S2	2
68	68	10063432	10191871	16	66	25	120	ChrX	S2	2
69	69	10214091	10216107	2	2	0	1	ChrX	S2	1
70	70	10378729	10380436	2	2	0	1	ChrX	S2	1
71	71	10510071	10633131	12	12	0	66	ChrX	S2	1
72	72	10677883	10780803	8	10	1	28	ChrX	S2	1
73	73	10843883	10945007	11	23	6	55	ChrX	S2	1
74	74	10976890	11019601	8	14	3	28	ChrX	S2	1
75	75	11109269	11244110	8	10	1	28	ChrX	S2	1
76	76	11250775	11388570	10	12	1	45	ChrX	S2	1
77	77	11425084	11546055	16	62	23	120	ChrX	S2	2
78	78	11554031	11687064	9	9	0	36	ChrX	S2	1
79	79	11798012	11825181	2	2	0	1	ChrX	S2	1
80	80	11877309	11982902	5	5	0	10	ChrX	S2	1
81	81	12009116	12137654	6	6	0	15	ChrX	S2	1
82	82	12216416	12295105	4	4	0	6	ChrX	S2	1
83	83	12358820	12433245	3	3	0	3	ChrX	S2	1
84	84	12588479	12588479	1	1	0	0	ChrX	S2	1
85	85	12638719	12746829	6	14	4	15	ChrX	S2	1
86	86	12775046	12888793	8	8	0	28	ChrX	S2	1
87	87	12904621	13023804	10	18	4	45	ChrX	S2	1
88	88	13140595	13186145	6	8	1	15	ChrX	S2	1
89	89	13216763	13325486	7	7	0	21	ChrX	S2	1
90	90	13369604	13494532	5	5	0	10	ChrX	S2	1
91	91	13506136	13558036	3	3	0	3	ChrX	S2	1
92	92	13757633	13757633	1	1	0	0	ChrX	S2	1
93	93	13840055	13936091	5	5	0	10	ChrX	S2	1
94	94	13951295	14068723	10	16	3	45	ChrX	S2	1
95	95	14116480	14239248	8	20	6	28	ChrX	S2	1
96	96	14347207	14388437	8	22	7	28	ChrX	S2	2
97	97	14406348	14533053	22	98	38	231	ChrX	S2	2
98	98	14569877	14691654	20	156	68	190	ChrX	S2	2
99	99	14702232	14813374	15	37	11	105	ChrX	S2	2
100	100	14897937	14999123	6	13	3.5	15	ChrX	S2	1
101	101	15021426	15138228	3	3	0	3	ChrX	S2	1
102	102	15173508	15297554	11	26	7.5	55	ChrX	S2	2
103	103	15315359	15380192	3	3	0	3	ChrX	S2	1
104	104	15450049	15598365	11	30	9.5	55	ChrX	S2	2
105	105	15618660	15719562	16	38	11	120	ChrX	S2	2
106	106	15752022	15898560	15	58	21.5	105	ChrX	S2	2
107	107	15901019	16042600	16	68	26	120	ChrX	S2	2
108	108	16093272	16195979	20	42	11	190	ChrX	S2	2
109	109	16218533	16308489	7	9	1	21	ChrX	S2	1
110	110	16379282	16497507	12	16	2	66	ChrX	S2	1
111	111	16502147	16647083	11	15	2	55	ChrX	S2	1
112	112	16650115	16777836	12	26	7	66	ChrX	S2	1
113	113	16814348	16931572	19	45	13	171	ChrX	S2	2
114	114	16950105	17087783	18	52	17	153	ChrX	S2	2
115	115	17100693	17235019	17	78	30.5	136	ChrX	S2	2
116	116	17286671	17396956	5	5	0	10	ChrX	S2	1
117	117	17404333	17547653	15	21	3	105	ChrX	S2	1
118	118	17561742	17693209	13	35	11	78	ChrX	S2	2
119	119	17710706	17848608	10	18	4	45	ChrX	S2	1
120	120	17856173	17997403	18	106	44	153	ChrX	S2	2
121	121	18005912	18148027	17	41	12	136	ChrX	S2	2
122	122	18159268	18282739	12	14	1	66	ChrX	S2	1
123	123	18317165	18442092	14	18	2	91	ChrX	S2	1
124	124	18453355	18590846	23	65	21	253	ChrX	S2	2
125	125	18601207	18745518	18	64	23	153	ChrX	S2	2
126	126	18762958	18892408	24	86	31	276	ChrX	S2	2
127	127	18906834	19046121	26	98	36	325	ChrX	S2	2
128	128	19050485	19178672	22	76	27	231	ChrX	S2	2
129	129	19206856	19344613	13	52	19.5	78	ChrX	S2	2
130	130	19422235	19499764	9	11	1	36	ChrX	S2	1
131	131	19501815	19648317	22	48	13	231	ChrX	S2	2
132	132	19650397	19793054	21	99	39	210	ChrX	S2	2
133	133	19805373	19933340	13	17	2	78	ChrX	S2	1
134	134	19991461	20099194	18	94	38	153	ChrX	S2	2
135	135	20102095	20194921	5	9	2	10	ChrX	S2	1
136	136	20315489	20395517	11	25	7	55	ChrX	S2	1
137	137	20410913	20530214	13	39	13	78	ChrX	S2	2
138	138	20573360	20699549	10	10	0	45	ChrX	S2	1
139	139	20743335	20847723	11	17	3	55	ChrX	S2	1
140	140	20855985	20996701	7	15	4	21	ChrX	S2	1
141	141	21024464	21114122	6	8	1	15	ChrX	S2	1
142	142	21151243	21283388	8	10	1	28	ChrX	S2	1
143	143	21320117	21413322	19	31	6	171	ChrX	S2	1
144	144	21459950	21596717	15	77	31	105	ChrX	S2	2
145	145	21613078	21722625	11	17	3	55	ChrX	S2	1
146	146	21831449	21888130	5	7	1	10	ChrX	S2	1
147	147	21914417	22032235	12	18	3	66	ChrX	S2	1
148	148	22059220	22133337	7	9	1	21	ChrX	S2	1
149	149	22205659	22337472	16	28	6	120	ChrX	S2	1
150	150	22395366	22495595	6	12	3	15	ChrX	S2	1
151	151	22532630	22647531	17	77	30	136	ChrX	S2	2
152	152	22654438	22791240	11	17	3	55	ChrX	S2	1
153	153	22808151	22942700	8	10	1	28	ChrX	S2	1
154	154	22959655	23090937	8	8	0	28	ChrX	S2	1
155	155	23135305	23206919	7	13	3	21	ChrX	S2	1
156	156	23260152	23379549	10	12	1	45	ChrX	S2	1
157	157	23456197	23537910	4	4	0	6	ChrX	S2	1
158	158	23556096	23692148	17	23	3	136	ChrX	S2	1
159	159	23722236	23844897	9	11	1	36	ChrX	S2	1
160	160	23860880	23972607	7	11	2	21	ChrX	S2	1
161	161	24017250	24094361	4	4	0	6	ChrX	S2	1
162	162	24189788	24282878	15	37	11	105	ChrX	S2	2
163	163	24301385	24424892	8	10	1	28	ChrX	S2	1
164	164	24455846	24591767	15	17	1	105	ChrX	S2	1
165	165	24623006	24732763	9	17	4	36	ChrX	S2	1
166	166	24750698	24896859	9	11	1	36	ChrX	S2	1
167	167	24900765	25020536	10	10	0	45	ChrX	S2	1
168	168	25053197	25182370	11	19	4	55	ChrX	S2	1
169	169	25213834	25349414	6	14	4	15	ChrX	S2	1
170	170	25366493	25453229	8	10	1	28	ChrX	S2	1
171	171	25527751	25630340	16	78	31	120	ChrX	S2	2
172	172	25657356	25797186	10	18	4	45	ChrX	S2	1
173	173	25800636	25935821	17	43	13	136	ChrX	S2	2
174	174	25952205	26095919	23	135	56	253	ChrX	S2	2
175	175	26110959	26249548	24	56	16	276	ChrX	S2	2
176	176	26252522	26396670	16	72	28	120	ChrX	S2	2
177	177	26440688	26544158	9	15	3	36	ChrX	S2	1
178	178	26569863	26663773	13	15	1	78	ChrX	S2	1
179	179	26709509	26842676	7	13	3	21	ChrX	S2	1
180	180	26861237	26972063	7	13	3	21	ChrX	S2	1
181	181	27001191	27129290	10	10	0	45	ChrX	S2	1
182	182	27161839	27262211	4	4	0	6	ChrX	S2	1
183	183	27304359	27432034	6	6	0	15	ChrX	S2	1
184	184	27466133	27598325	12	14	1	66	ChrX	S2	1
185	185	27605751	27710692	17	23	3	136	ChrX	S2	1
186	186	27877094	27884414	4	4	0	6	ChrX	S2	1
187	187	27927092	27999728	4	4	0	6	ChrX	S2	1
188	188	28066184	28176001	8	8	0	28	ChrX	S2	1
189	189	28253736	28341145	11	22	5.5	55	ChrX	S2	1
190	190	28370503	28477661	3	5	1	3	ChrX	S2	1
191	191	28556537	28628594	3	3	0	3	ChrX	S2	1
192	192	28674939	28773805	9	9	0	36	ChrX	S2	1
193	193	28811727	28811727	1	1	0	0	ChrX	S2	1
194	194	28972242	29071619	6	6	0	15	ChrX	S2	1
195	195	29105243	29201026	5	5	0	10	ChrX	S2	1
196	196	29283361	29393156	17	21	2	136	ChrX	S2	1
197	197	29430975	29439105	2	2	0	1	ChrX	S2	1
198	198	29565077	29677868	7	29	11	21	ChrX	S2	2
199	199	29700002	29847473	13	17	2	78	ChrX	S2	1
200	200	29859058	29990365	6	6	0	15	ChrX	S2	1
201	201	30064444	30081595	5	5	0	10	ChrX	S2	1
202	202	30200360	30200360	1	1	0	0	ChrX	S2	1
203	203	30319920	30433900	6	8	1	15	ChrX	S2	1
204	204	30460217	30580987	8	8	0	28	ChrX	S2	1
205	205	30601892	30630902	2	2	0	1	ChrX	S2	1
206	206	30764227	30808187	3	3	0	3	ChrX	S2	1
207	207	30912259	31003449	5	5	0	10	ChrX	S2	1
208	208	31094199	31198508	7	7	0	21	ChrX	S2	1
209	209	31207730	31347167	15	23	4	105	ChrX	S2	1
210	210	31350830	31496745	5	5	0	10	ChrX	S2	1
211	211	31515846	31623141	6	6	0	15	ChrX	S2	1
212	212	31680094	31797493	7	9	1	21	ChrX	S2	1
213	213	31809317	31932348	6	6	0	15	ChrX	S2	1
214	214	32086496	32093989	2	2	0	1	ChrX	S2	1
215	215	32144054	32213508	5	7	1	10	ChrX	S2	1
216	216	32355777	32375631	2	2	0	1	ChrX	S2	1
217	217	32426374	32544379	9	9	0	36	ChrX	S2	1
218	218	32551964	32699195	14	16	1	91	ChrX	S2	1
219	219	32720220	32823512	7	9	1	21	ChrX	S2	1
220	220	32889752	32995187	12	12	0	66	ChrX	S2	1
221	221	33000292	33123888	5	7	1	10	ChrX	S2	1
222	222	33159341	33288022	11	13	1	55	ChrX	S2	1
223	223	33367599	33411205	4	4	0	6	ChrX	S2	1
224	224	33451069	33553755	8	8	0	28	ChrX	S2	1
225	225	33613121	33739300	8	8	0	28	ChrX	S2	1
226	226	33756192	33898889	7	9	1	21	ChrX	S2	1
227	227	33926488	34006931	9	11	1	36	ChrX	S2	1
228	228	34051232	34160632	2	2	0	1	ChrX	S2	1
229	229	34232945	34328446	13	19	3	78	ChrX	S2	1
230	230	34376183	34466700	7	7	0	21	ChrX	S2	1
231	231	34500629	34638806	9	15	3	36	ChrX	S2	1
232	232	34663055	34779412	7	7	0	21	ChrX	S2	1
233	233	34820824	34926201	7	15	4	21	ChrX	S2	1
234	234	34984544	35095430	25	45	10	300	ChrX	S2	1
235	235	35114765	35221565	4	4	0	6	ChrX	S2	1
236	236	35251171	35385381	12	14	1	66	ChrX	S2	1
237	237	35403948	35525473	16	42	13	120	ChrX	S2	2
238	238	35565296	35649586	9	13	2	36	ChrX	S2	1
239	239	35704324	35848357	4	4	0	6	ChrX	S2	1
240	240	35853294	35995852	17	25	4	136	ChrX	S2	1
241	241	36001924	36118049	4	4	0	6	ChrX	S2	1
242	242	36184647	36297199	7	15	4	21	ChrX	S2	1
243	243	36309017	36437382	16	32	8	120	ChrX	S2	1
244	244	36519199	36598811	7	11	2	21	ChrX	S2	1
245	245	36654683	36741329	19	37	9	171	ChrX	S2	1
246	246	36758751	36892438	17	21	2	136	ChrX	S2	1
247	247	36901506	37032399	13	21	4	78	ChrX	S2	1
248	248	37084489	37197917	9	13	2	36	ChrX	S2	1
249	249	37209916	37348333	20	32	6	190	ChrX	S2	1
250	250	37361403	37466562	5	5	0	10	ChrX	S2	1
251	251	37571203	37615889	5	5	0	10	ChrX	S2	1
252	252	37659754	37794938	9	9	0	36	ChrX	S2	1
253	253	37820378	37948516	26	36	5	325	ChrX	S2	1
254	254	37953622	38097774	24	24	0	276	ChrX	S2	1
255	255	38111313	38212585	7	16	4.5	21	ChrX	S2	1
256	256	38251227	38382622	10	10	0	45	ChrX	S2	1
257	257	38410385	38503068	16	37	10.5	120	ChrX	S2	2
258	258	38552317	38676840	13	30	8.5	78	ChrX	S2	2
259	259	38703959	38840771	10	14	2	45	ChrX	S2	1
260	260	38862736	38966182	8	8	0	28	ChrX	S2	1
261	261	39025765	39140036	7	7	0	21	ChrX	S2	1
262	262	39150756	39266863	16	38	11	120	ChrX	S2	2
263	263	39303079	39439877	18	22	2	153	ChrX	S2	1
264	264	39455030	39581464	25	100	37.5	300	ChrX	S2	2
265	265	39614590	39739497	18	24	3	153	ChrX	S2	1
266	266	39803112	39894787	8	8	0	28	ChrX	S2	1
267	267	39905986	40039715	2	2	0	1	ChrX	S2	1
268	268	40101486	40199560	6	10	2	15	ChrX	S2	1
269	269	40203029	40317872	10	12	1	45	ChrX	S2	1
270	270	40358593	40484814	13	17	2	78	ChrX	S2	1
271	271	40504440	40615183	7	7	0	21	ChrX	S2	1
272	272	40655045	40767446	4	4	0	6	ChrX	S2	1
273	273	40909674	40930830	3	3	0	3	ChrX	S2	1
274	274	40953115	41098572	17	17	0	136	ChrX	S2	1
275	275	41101054	41249038	11	17	3	55	ChrX	S2	1
276	276	41255394	41383579	10	12	1	45	ChrX	S2	1
277	277	41418718	41541481	17	19	1	136	ChrX	S2	1
278	278	41568452	41692719	17	21	2	136	ChrX	S2	1
279	279	41700541	41846694	16	35	9.5	120	ChrX	S2	2
280	280	41852788	41998153	16	24	4	120	ChrX	S2	1
281	281	42009266	42136867	18	18	0	153	ChrX	S2	1
282	282	42221475	42257850	7	11	2	21	ChrX	S2	1
283	284	42461360	42530329	4	4	0	6	ChrX	S2	1
284	285	42670047	42714943	2	2	0	1	ChrX	S2	1
285	286	42752072	42865460	8	10	1	28	ChrX	S2	1
286	287	42903341	43046242	23	49	13	253	ChrX	S2	2
287	288	43059977	43191899	20	50	15	190	ChrX	S2	2
288	289	43200691	43321425	19	37	9	171	ChrX	S2	1
289	290	43352078	43497755	16	34	9	120	ChrX	S2	1
290	291	43506809	43647718	22	32	5	231	ChrX	S2	1
291	292	43657195	43791397	23	67	22	253	ChrX	S2	2
292	293	43812173	43949109	14	14	0	91	ChrX	S2	1
293	294	43956291	44095257	10	12	1	45	ChrX	S2	1
294	295	44116212	44243503	17	63	23	136	ChrX	S2	2
295	296	44251063	44399564	16	148	66	120	ChrX	S2	2
296	297	44407682	44536272	9	27	9	36	ChrX	S2	2
297	298	44558490	44652528	9	39	15	36	ChrX	S2	2
298	299	44708716	44847018	9	51	21	36	ChrX	S2	2
299	300	44868285	44991831	20	76	28	190	ChrX	S2	2
300	301	45005984	45138964	12	22	5	66	ChrX	S2	1
301	302	45160091	45297008	19	135	58	171	ChrX	S2	2
302	303	45319391	45448107	28	386	179	378	ChrX	S2	2
303	304	45453399	45566937	12	102	45	66	ChrX	S2	2
304	305	45601356	45749376	23	333	155	253	ChrX	S2	2
305	306	45773734	45899404	18	170	76	153	ChrX	S2	2
306	307	45900017	45996595	20	206	93	190	ChrX	S2	2
