X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
140	140	20855985	20998368	15	27	6	105	ChrX	R2	1
141	141	21007669	21138909	14	16	1	91	ChrX	R2	1
142	142	21151243	21283388	10	12	1	45	ChrX	R2	1
143	143	21315905	21413322	24	52	14	276	ChrX	R2	2
144	144	21459950	21595709	25	111	43	300	ChrX	R2	2
145	145	21613078	21745494	25	83	29	300	ChrX	R2	2
146	146	21792309	21896254	7	11	2	21	ChrX	R2	1
147	147	21907125	22033402	15	17	1	105	ChrX	R2	1
148	148	22059220	22179402	12	16	2	66	ChrX	R2	1
149	149	22205659	22347735	18	38	10	153	ChrX	R2	2
150	150	22367028	22495595	11	13	1	55	ChrX	R2	1
151	151	22532630	22647531	19	47	14	171	ChrX	R2	2
152	152	22654438	22791240	14	16	1	91	ChrX	R2	1
153	153	22812340	22942700	9	11	1	36	ChrX	R2	1
154	154	22959655	23090937	12	14	1	66	ChrX	R2	1
155	155	23129785	23206919	14	28	7	91	ChrX	R2	1
156	156	23250953	23379549	16	20	2	120	ChrX	R2	1
157	157	23446634	23537910	6	8	1	15	ChrX	R2	1
158	158	23556096	23699689	26	44	9	325	ChrX	R2	1
159	159	23721875	23844897	15	59	22	105	ChrX	R2	2
160	160	23860880	23999113	11	15	2	55	ChrX	R2	1
161	161	24017250	24146352	14	24	5	91	ChrX	R2	1
162	162	24153107	24282878	20	28	4	190	ChrX	R2	1
163	163	24326467	24424892	16	28	6	120	ChrX	R2	1
164	164	24455846	24591767	14	16	1	91	ChrX	R2	1
165	165	24623006	24734904	12	14	1	66	ChrX	R2	1
166	166	24750698	24896859	13	29	8	78	ChrX	R2	1
167	167	24900765	25031567	12	14	1	66	ChrX	R2	1
168	168	25053197	25182370	12	14	1	66	ChrX	R2	1
169	169	25213834	25349414	12	18	3	66	ChrX	R2	1
170	170	25366493	25468967	14	18	2	91	ChrX	R2	1
171	171	25527751	25630340	21	43	11	210	ChrX	R2	2
172	172	25657356	25797186	13	17	2	78	ChrX	R2	1
173	173	25800636	25941828	17	57	20	136	ChrX	R2	2
174	174	25952205	26095919	32	188	78	496	ChrX	R2	2
175	175	26110959	26249548	36	212	88	630	ChrX	R2	2
176	176	26252522	26396670	24	144	60	276	ChrX	R2	2
177	177	26403914	26544842	12	18	3	66	ChrX	R2	1
178	178	26569863	26663773	15	21	3	105	ChrX	R2	1
179	179	26709509	26842676	10	16	3	45	ChrX	R2	1
180	180	26861237	26989586	6	8	1	15	ChrX	R2	1
181	181	27001191	27147098	15	23	4	105	ChrX	R2	1
182	182	27198293	27262211	4	4	0	6	ChrX	R2	1
183	183	27304359	27407094	5	5	0	10	ChrX	R2	1
184	184	27466133	27598325	15	25	5	105	ChrX	R2	1
185	185	27605911	27712421	20	34	7	190	ChrX	R2	1
186	186	27759808	27889696	6	6	0	15	ChrX	R2	1
187	187	27926128	28035581	7	9	1	21	ChrX	R2	1
188	188	28066184	28199438	9	11	1	36	ChrX	R2	1
189	189	28204909	28341145	10	10	0	45	ChrX	R2	1
190	190	28413243	28458750	4	4	0	6	ChrX	R2	1
191	191	28560205	28628594	3	3	0	3	ChrX	R2	1
192	192	28680256	28790815	10	12	1	45	ChrX	R2	1
193	193	28811727	28811727	1	1	0	0	ChrX	R2	1
194	194	28972242	29091829	8	10	1	28	ChrX	R2	1
195	195	29105243	29201026	9	9	0	36	ChrX	R2	1
196	196	29258401	29393366	19	31	6	171	ChrX	R2	1
197	197	29412385	29431949	4	4	0	6	ChrX	R2	1
198	198	29633512	29677868	5	5	0	10	ChrX	R2	1
199	199	29700002	29849903	19	27	4	171	ChrX	R2	1
200	200	29862971	29931025	7	7	0	21	ChrX	R2	1
201	201	30049562	30149822	7	7	0	21	ChrX	R2	1
202	202	30165820	30240249	4	4	0	6	ChrX	R2	1
203	203	30319920	30433900	8	10	1	28	ChrX	R2	1
204	204	30463029	30585051	10	14	2	45	ChrX	R2	1
205	205	30601892	30743030	5	7	1	10	ChrX	R2	1
206	206	30764227	30836027	4	4	0	6	ChrX	R2	1
207	207	30912259	31030766	8	10	1	28	ChrX	R2	1
208	208	31076571	31198138	8	8	0	28	ChrX	R2	1
209	209	31207730	31343648	15	19	2	105	ChrX	R2	1
210	210	31350830	31496745	6	6	0	15	ChrX	R2	1
211	211	31500449	31625187	10	12	1	45	ChrX	R2	1
212	212	31671485	31797493	8	12	2	28	ChrX	R2	1
213	213	31809028	31949945	11	11	0	55	ChrX	R2	1
214	214	32003651	32093989	3	3	0	3	ChrX	R2	1
215	215	32130890	32213508	9	9	0	36	ChrX	R2	1
216	216	32280781	32392415	4	4	0	6	ChrX	R2	1
217	217	32403973	32544379	12	14	1	66	ChrX	R2	1
218	218	32551964	32688877	18	20	1	153	ChrX	R2	1
219	219	32720220	32823512	9	13	2	36	ChrX	R2	1
220	220	32865120	32995187	15	19	2	105	ChrX	R2	1
221	221	33000292	33125888	8	8	0	28	ChrX	R2	1
222	222	33159341	33281873	12	16	2	66	ChrX	R2	1
223	223	33316533	33411205	6	6	0	15	ChrX	R2	1
224	224	33451069	33582986	10	12	1	45	ChrX	R2	1
225	225	33613121	33739300	11	15	2	55	ChrX	R2	1
226	226	33756192	33884093	9	9	0	36	ChrX	R2	1
227	227	33928267	34045114	11	15	2	55	ChrX	R2	1
228	228	34051232	34197299	3	3	0	3	ChrX	R2	1
229	229	34221708	34341346	15	19	2	105	ChrX	R2	1
230	230	34354750	34466700	10	12	1	45	ChrX	R2	1
231	231	34500629	34638806	11	19	4	55	ChrX	R2	1
232	232	34663055	34779412	8	8	0	28	ChrX	R2	1
233	233	34820824	34939904	9	9	0	36	ChrX	R2	1
234	234	34964021	35094394	25	53	14	300	ChrX	R2	2
235	235	35102819	35221565	10	10	0	45	ChrX	R2	1
236	236	35251171	35385381	18	30	6	153	ChrX	R2	1
237	237	35403948	35547464	24	38	7	276	ChrX	R2	1
238	238	35565296	35698370	16	28	6	120	ChrX	R2	1
239	239	35704324	35848357	7	11	2	21	ChrX	R2	1
240	240	35853294	35995852	24	30	3	276	ChrX	R2	1
241	241	36001924	36122507	9	11	1	36	ChrX	R2	1
242	242	36184647	36297199	6	6	0	15	ChrX	R2	1
243	243	36309017	36437382	18	40	11	153	ChrX	R2	2
244	244	36455289	36598811	13	23	5	78	ChrX	R2	1
245	245	36663826	36746375	21	65	22	210	ChrX	R2	2
246	246	36758751	36892438	18	28	5	153	ChrX	R2	1
247	247	36901506	37043251	18	20	1	153	ChrX	R2	1
248	248	37065012	37196397	11	11	0	55	ChrX	R2	1
249	249	37209916	37348333	23	29	3	253	ChrX	R2	1
250	250	37361403	37466562	11	11	0	55	ChrX	R2	1
251	251	37571203	37638791	10	12	1	45	ChrX	R2	1
252	252	37655228	37787649	9	9	0	36	ChrX	R2	1
253	253	37806972	37948516	31	41	5	465	ChrX	R2	1
254	254	37953622	38097774	29	33	2	406	ChrX	R2	1
255	255	38111313	38225486	8	8	0	28	ChrX	R2	1
256	256	38251227	38382622	11	11	0	55	ChrX	R2	1
257	257	38410385	38503068	23	23	0	253	ChrX	R2	1
258	258	38552317	38676840	15	17	1	105	ChrX	R2	1
259	259	38703959	38840771	11	15	2	55	ChrX	R2	1
260	260	38862736	38992084	14	16	1	91	ChrX	R2	1
261	261	39042302	39140036	8	10	1	28	ChrX	R2	1
262	262	39150756	39296088	21	23	1	210	ChrX	R2	1
263	263	39303079	39448827	25	27	1	300	ChrX	R2	1
264	264	39455030	39581464	30	34	2	435	ChrX	R2	1
265	265	39614590	39741904	22	32	5	231	ChrX	R2	1
266	266	39803112	39894787	8	8	0	28	ChrX	R2	1
267	267	39904423	40039715	6	6	0	15	ChrX	R2	1
268	268	40067807	40199560	6	6	0	15	ChrX	R2	1
269	269	40203029	40339282	14	16	1	91	ChrX	R2	1
270	270	40358593	40467960	12	14	1	66	ChrX	R2	1
271	271	40504440	40615183	12	14	1	66	ChrX	R2	1
272	272	40655045	40767446	6	6	0	15	ChrX	R2	1
273	273	40891281	40930830	4	6	1	6	ChrX	R2	1
274	274	40953115	41098572	20	24	2	190	ChrX	R2	1
275	275	41106209	41249038	17	19	1	136	ChrX	R2	1
276	276	41255394	41383579	17	21	2	136	ChrX	R2	1
277	277	41418718	41537372	22	22	0	231	ChrX	R2	1
278	278	41564871	41692719	19	27	4	171	ChrX	R2	1
279	279	41700541	41843524	22	22	0	231	ChrX	R2	1
280	280	41852788	41998153	21	27	3	210	ChrX	R2	1
281	281	42007375	42136867	25	31	3	300	ChrX	R2	1
282	282	42159547	42286616	13	13	0	78	ChrX	R2	1
283	283	42361792	42444252	3	3	0	3	ChrX	R2	1
284	284	42499118	42530329	4	4	0	6	ChrX	R2	1
285	285	42658006	42708845	5	5	0	10	ChrX	R2	1
286	286	42752072	42865460	15	17	1	105	ChrX	R2	1
287	287	42903341	43046242	29	51	11	406	ChrX	R2	1
288	288	43059977	43191899	23	49	13	253	ChrX	R2	2
289	289	43200691	43321425	23	35	6	253	ChrX	R2	1
290	290	43352078	43497755	22	40	9	231	ChrX	R2	1
291	291	43506809	43649941	36	58	11	630	ChrX	R2	1
292	292	43657195	43794564	27	31	2	351	ChrX	R2	1
293	293	43812173	43930517	14	14	0	91	ChrX	R2	1
294	294	43956291	44095257	13	13	0	78	ChrX	R2	1
295	295	44134723	44245088	17	73	28	136	ChrX	R2	2
296	296	44251063	44399775	18	152	67	153	ChrX	R2	2
297	297	44407682	44536272	8	38	15	28	ChrX	R2	2
298	298	44558490	44652528	11	67	28	55	ChrX	R2	2
299	299	44708716	44847018	10	66	28	45	ChrX	R2	2
300	300	44857960	44991831	22	72	25	231	ChrX	R2	2
301	301	45005984	45138964	14	26	6	91	ChrX	R2	1
302	302	45160091	45297008	23	205	91	253	ChrX	R2	2
303	303	45319391	45448107	27	337	155	351	ChrX	R2	2
304	304	45453399	45566937	16	106	45	120	ChrX	R2	2
305	305	45601356	45749376	27	267	120	351	ChrX	R2	2
306	306	45772212	45899404	23	205	91	253	ChrX	R2	2
307	307	45900017	45996595	17	91	37	136	ChrX	R2	2
