X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
231	232	34655676	34792013	34	56	11	561	Chr3	R2	1
232	233	34800245	34945701	21	53	16	210	Chr3	R2	2
233	234	34959117	35098095	13	15	1	78	Chr3	R2	1
234	235	35120668	35215028	11	15	2	55	Chr3	R2	1
235	236	35251545	35395461	14	18	2	91	Chr3	R2	1
236	237	35402739	35545529	11	13	1	55	Chr3	R2	1
237	238	35553770	35682286	15	15	0	105	Chr3	R2	1
238	239	35703200	35833843	22	30	4	231	Chr3	R2	1
239	240	35855305	35997594	19	23	2	171	Chr3	R2	1
240	241	36001558	36147325	25	41	8	300	Chr3	R2	1
241	242	36152842	36292888	24	28	2	276	Chr3	R2	1
242	243	36312515	36396934	17	33	8	136	Chr3	R2	1
243	244	36482885	36569746	25	35	5	300	Chr3	R2	1
244	245	36606999	36739251	21	39	9	210	Chr3	R2	1
245	246	36753900	36894147	23	35	6	253	Chr3	R2	1
246	247	36900662	37037552	25	37	6	300	Chr3	R2	1
247	248	37082911	37187541	18	22	2	153	Chr3	R2	1
248	249	37208872	37348157	24	38	7	276	Chr3	R2	1
249	250	37356044	37498630	31	43	6	465	Chr3	R2	1
250	251	37500616	37610151	29	311	141	406	Chr3	R2	2
251	252	37705564	37780474	8	8	0	28	Chr3	R2	1
252	253	37800166	37937892	26	28	1	325	Chr3	R2	1
253	254	37963515	38093645	20	26	3	190	Chr3	R2	1
254	255	38118040	38248477	14	22	4	91	Chr3	R2	1
255	256	38264560	38397044	16	22	3	120	Chr3	R2	1
256	257	38405405	38537342	12	14	1	66	Chr3	R2	1
257	258	38617998	38694639	8	14	3	28	Chr3	R2	1
258	259	38701402	38845054	26	42	8	325	Chr3	R2	1
259	260	38856336	38989956	21	23	1	210	Chr3	R2	1
260	261	39000705	39139374	17	17	0	136	Chr3	R2	1
261	262	39165701	39285906	10	10	0	45	Chr3	R2	1
262	263	39343432	39448105	15	15	0	105	Chr3	R2	1
263	264	39456059	39596567	19	25	3	171	Chr3	R2	1
264	265	39611104	39740953	22	22	0	231	Chr3	R2	1
265	266	39751520	39897088	36	56	10	630	Chr3	R2	1
266	267	39966863	40037602	15	19	2	105	Chr3	R2	1
267	268	40059497	40199033	20	34	7	190	Chr3	R2	1
268	269	40205635	40332480	13	13	0	78	Chr3	R2	1
269	270	40351423	40491324	13	17	2	78	Chr3	R2	1
270	271	40500980	40604204	13	13	0	78	Chr3	R2	1
271	272	40659180	40785180	18	28	5	153	Chr3	R2	1
272	273	40824143	40946230	16	16	0	120	Chr3	R2	1
273	274	40965985	41096902	29	41	6	406	Chr3	R2	1
274	275	41100461	41247343	31	47	8	465	Chr3	R2	1
275	276	41251494	41391408	19	41	11	171	Chr3	R2	2
276	277	41413629	41547302	22	28	3	231	Chr3	R2	1
277	278	41585918	41699231	30	62	16	435	Chr3	R2	2
278	279	41701784	41826884	35	81	23	595	Chr3	R2	2
279	280	41850228	41997450	16	24	4	120	Chr3	R2	1
280	281	42000097	42146166	19	19	0	171	Chr3	R2	1
281	282	42161597	42298838	28	32	2	378	Chr3	R2	1
282	283	42303267	42447013	38	48	5	703	Chr3	R2	1
283	284	42459470	42599708	30	36	3	435	Chr3	R2	1
284	285	42603010	42747916	38	58	10	703	Chr3	R2	1
285	286	42750454	42891032	43	79	18	903	Chr3	R2	2
286	287	42900296	43049897	25	39	7	300	Chr3	R2	1
287	288	43051946	43190035	33	241	104	528	Chr3	R2	2
288	289	43206411	43349239	18	26	4	153	Chr3	R2	1
289	290	43364199	43487357	24	66	21	276	Chr3	R2	2
290	291	43500573	43539771	4	4	0	6	Chr3	R2	1
