X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
54	54	7961176	8092078	11	17	3	55	Chr1	R1	1
55	55	8113799	8162282	3	3	0	3	Chr1	R1	1
56	56	8261547	8397627	25	77	26	300	Chr1	R1	2
57	57	8406373	8539107	14	30	8	91	Chr1	R1	1
58	58	8551689	8699996	13	23	5	78	Chr1	R1	1
59	59	8702679	8844185	9	13	2	36	Chr1	R1	1
60	60	8853897	8995344	20	46	13	190	Chr1	R1	2
61	61	9004601	9148701	22	32	5	231	Chr1	R1	1
62	62	9162119	9289383	16	20	2	120	Chr1	R1	1
63	63	9300057	9448110	24	42	9	276	Chr1	R1	1
64	64	9454527	9598045	21	75	27	210	Chr1	R1	2
65	65	9600632	9740302	16	24	4	120	Chr1	R1	1
66	66	9750864	9897188	20	32	6	190	Chr1	R1	1
67	67	9900350	10047091	17	21	2	136	Chr1	R1	1
68	68	10053388	10180269	10	10	0	45	Chr1	R1	1
69	69	10200162	10334806	20	28	4	190	Chr1	R1	1
70	70	10351851	10458306	24	42	9	276	Chr1	R1	1
71	71	10558036	10647317	15	23	4	105	Chr1	R1	1
72	72	10650342	10795002	28	40	6	378	Chr1	R1	1
73	73	10801940	10949607	23	37	7	253	Chr1	R1	1
74	74	10953588	11095439	24	38	7	276	Chr1	R1	1
75	75	11114240	11249486	21	33	6	210	Chr1	R1	1
76	76	11254510	11399931	21	33	6	210	Chr1	R1	1
77	77	11403007	11549932	18	24	3	153	Chr1	R1	1
78	78	11550561	11695496	31	33	1	465	Chr1	R1	1
79	79	11700116	11807927	13	13	0	78	Chr1	R1	1
80	80	11861173	11994390	9	9	0	36	Chr1	R1	1
81	81	12026832	12115283	16	18	1	120	Chr1	R1	1
82	82	12151626	12250659	8	8	0	28	Chr1	R1	1
83	83	12323154	12434735	25	57	16	300	Chr1	R1	2
84	84	12457462	12594992	14	14	0	91	Chr1	R1	1
85	85	12602634	12718531	13	17	2	78	Chr1	R1	1
86	86	12755199	12870651	12	12	0	66	Chr1	R1	1
87	87	12923797	13034852	8	8	0	28	Chr1	R1	1
88	88	13058823	13197555	33	47	7	528	Chr1	R1	1
89	89	13225461	13346758	17	25	4	136	Chr1	R1	1
90	90	13353498	13499833	11	13	1	55	Chr1	R1	1
91	91	13541521	13643612	9	9	0	36	Chr1	R1	1
92	92	13673242	13758872	8	8	0	28	Chr1	R1	1
93	93	13835894	13941727	7	9	1	21	Chr1	R1	1
94	94	13952860	14096008	12	14	1	66	Chr1	R1	1
95	95	14107454	14234061	14	16	1	91	Chr1	R1	1
96	96	14303615	14303615	1	1	0	0	Chr1	R1	1
97	97	14426231	14537837	12	14	1	66	Chr1	R1	1
98	98	14551524	14698569	7	11	2	21	Chr1	R1	1
99	99	14705631	14848379	11	17	3	55	Chr1	R1	1
100	100	14859060	14986274	12	14	1	66	Chr1	R1	1
101	101	15009909	15138133	19	23	2	171	Chr1	R1	1
102	102	15150701	15291199	11	13	1	55	Chr1	R1	1
103	103	15323994	15432204	14	22	4	91	Chr1	R1	1
104	104	15454378	15556642	13	17	2	78	Chr1	R1	1
105	105	15603382	15732897	20	26	3	190	Chr1	R1	1
106	106	15799446	15887550	8	8	0	28	Chr1	R1	1
107	107	15905689	16019447	10	10	0	45	Chr1	R1	1
108	108	16103722	16189768	19	27	4	171	Chr1	R1	1
109	109	16241771	16349903	10	12	1	45	Chr1	R1	1
110	110	16398544	16495369	11	13	1	55	Chr1	R1	1
111	111	16537481	16639678	14	16	1	91	Chr1	R1	1
112	112	16702950	16797154	3	3	0	3	Chr1	R1	1
113	113	16804654	16933060	6	6	0	15	Chr1	R1	1
114	114	16953062	17089250	10	10	0	45	Chr1	R1	1
115	115	17120834	17244647	13	19	3	78	Chr1	R1	1
116	116	17330163	17397712	12	16	2	66	Chr1	R1	1
117	117	17418937	17514734	3	3	0	3	Chr1	R1	1
118	118	17684926	17684926	1	1	0	0	Chr1	R1	1
119	119	17700459	17780082	9	9	0	36	Chr1	R1	1
120	120	17850811	17997213	26	50	12	325	Chr1	R1	1
121	121	18002047	18134731	20	28	4	190	Chr1	R1	1
122	122	18193748	18293219	11	13	1	55	Chr1	R1	1
123	123	18326661	18417685	11	13	1	55	Chr1	R1	1
124	124	18491333	18593837	15	23	4	105	Chr1	R1	1
125	125	18608291	18749857	11	11	0	55	Chr1	R1	1
126	126	18768983	18897933	17	23	3	136	Chr1	R1	1
127	127	18905517	19032744	16	20	2	120	Chr1	R1	1
128	128	19051307	19193992	21	35	7	210	Chr1	R1	1
129	129	19200475	19339369	21	25	2	210	Chr1	R1	1
130	130	19352428	19478781	13	17	2	78	Chr1	R1	1
131	131	19503529	19645432	25	45	10	300	Chr1	R1	1
132	132	19683304	19722890	9	13	2	36	Chr1	R1	1
133	133	19800307	19942767	14	18	2	91	Chr1	R1	1
134	134	19959084	20088625	13	19	3	78	Chr1	R1	1
135	135	20101137	20246828	10	10	0	45	Chr1	R1	1
136	136	20269454	20386428	18	22	2	153	Chr1	R1	1
137	137	20439599	20540700	7	7	0	21	Chr1	R1	1
138	138	20557602	20662676	10	12	1	45	Chr1	R1	1
139	139	20716642	20844637	18	20	1	153	Chr1	R1	1
140	140	20859243	20992548	7	9	1	21	Chr1	R1	1
141	141	21017325	21119129	11	13	1	55	Chr1	R1	1
142	142	21296386	21296386	1	1	0	0	Chr1	R1	1
143	143	21300330	21445148	21	23	1	210	Chr1	R1	1
144	144	21463926	21594971	22	30	4	231	Chr1	R1	1
145	145	21600611	21749136	38	92	27	703	Chr1	R1	2
146	146	21758031	21896964	39	103	32	741	Chr1	R1	2
147	147	21986319	22044282	16	24	4	120	Chr1	R1	1
148	148	22055897	22193242	14	14	0	91	Chr1	R1	1
149	149	22200842	22342765	25	53	14	300	Chr1	R1	2
150	150	22399274	22498551	16	18	1	120	Chr1	R1	1
151	151	22502466	22632490	14	16	1	91	Chr1	R1	1
152	152	22652041	22798453	33	61	14	528	Chr1	R1	2
153	153	22804745	22880942	12	12	0	66	Chr1	R1	1
154	154	22998855	23081037	9	9	0	36	Chr1	R1	1
155	155	23106440	23244249	11	11	0	55	Chr1	R1	1
156	156	23252101	23397291	15	21	3	105	Chr1	R1	1
157	157	23419864	23521140	11	11	0	55	Chr1	R1	1
158	158	23554274	23698847	10	12	1	45	Chr1	R1	1
159	159	23701039	23848001	18	18	0	153	Chr1	R1	1
160	160	23879230	23969845	13	15	1	78	Chr1	R1	1
161	161	24005146	24144087	36	56	10	630	Chr1	R1	1
162	162	24159012	24296091	29	51	11	406	Chr1	R1	1
163	163	24303740	24443755	20	26	3	190	Chr1	R1	1
164	164	24451916	24594454	20	22	1	190	Chr1	R1	1
165	165	24603075	24734172	29	53	12	406	Chr1	R1	1
166	166	24769090	24888756	21	31	5	210	Chr1	R1	1
167	167	24900855	25049253	29	45	8	406	Chr1	R1	1
168	168	25054986	25182836	16	20	2	120	Chr1	R1	1
169	169	25205331	25349568	15	17	1	105	Chr1	R1	1
170	170	25351565	25477216	21	27	3	210	Chr1	R1	1
171	171	25523699	25628215	17	27	5	136	Chr1	R1	1
172	172	25654121	25794917	15	33	9	105	Chr1	R1	1
173	173	25835184	25933824	15	23	4	105	Chr1	R1	1
174	174	25956173	26082256	18	60	21	153	Chr1	R1	2
175	175	26112057	26248789	21	29	4	210	Chr1	R1	1
176	176	26253343	26399475	23	27	2	253	Chr1	R1	1
177	177	26405976	26549376	25	69	22	300	Chr1	R1	2
178	178	26568416	26693181	39	283	122	741	Chr1	R1	2
179	179	26705544	26848563	10	14	2	45	Chr1	R1	1
180	180	26852774	26981840	38	90	26	703	Chr1	R1	2
181	181	27004014	27147077	18	32	7	153	Chr1	R1	1
182	182	27165686	27294961	19	21	1	171	Chr1	R1	1
183	183	27306114	27444834	24	36	6	276	Chr1	R1	1
184	184	27453625	27573327	19	19	0	171	Chr1	R1	1
185	185	27602348	27749454	10	10	0	45	Chr1	R1	1
186	186	27753742	27894514	19	27	4	171	Chr1	R1	1
187	187	27901565	28048240	34	78	22	561	Chr1	R1	2
188	188	28050913	28196521	15	19	2	105	Chr1	R1	1
189	189	28201051	28341956	24	38	7	276	Chr1	R1	1
190	190	28351873	28495133	24	26	1	276	Chr1	R1	1
191	191	28507654	28649759	34	54	10	561	Chr1	R1	1
192	192	28652208	28783285	47	105	29	1081	Chr1	R1	2
193	193	28828356	28949022	11	15	2	55	Chr1	R1	1
194	194	28951016	29087187	21	25	2	210	Chr1	R1	1
195	195	29106992	29249290	27	45	9	351	Chr1	R1	1
196	196	29253839	29380586	25	33	4	300	Chr1	R1	1
197	197	29406623	29535331	22	32	5	231	Chr1	R1	1
198	198	29560010	29690997	11	13	1	55	Chr1	R1	1
199	199	29705302	29841682	17	17	0	136	Chr1	R1	1
200	200	29851930	29996034	15	15	0	105	Chr1	R1	1
201	202	30178760	30292770	21	37	8	210	Chr1	R1	1
202	203	30300607	30442972	24	30	3	276	Chr1	R1	1
203	204	30462227	30590439	19	25	3	171	Chr1	R1	1
204	205	30606207	30720473	18	18	0	153	Chr1	R1	1
205	206	30753601	30814019	5	5	0	10	Chr1	R1	1
206	207	30927417	31047555	19	29	5	171	Chr1	R1	1
207	208	31057384	31198493	14	16	1	91	Chr1	R1	1
208	209	31208958	31340774	21	27	3	210	Chr1	R1	1
209	210	31350014	31492767	18	20	1	153	Chr1	R1	1
210	211	31506528	31648332	30	38	4	435	Chr1	R1	1
211	212	31665617	31782426	16	20	2	120	Chr1	R1	1
212	213	31809056	31944284	25	39	7	300	Chr1	R1	1
213	214	31952872	32094240	18	20	1	153	Chr1	R1	1
214	215	32101808	32246147	31	39	4	465	Chr1	R1	1
215	216	32253912	32385821	17	33	8	136	Chr1	R1	1
216	217	32409572	32520777	10	10	0	45	Chr1	R1	1
217	218	32564660	32694845	22	28	3	231	Chr1	R1	1
218	219	32701437	32845982	19	23	2	171	Chr1	R1	1
219	220	32874368	32996387	26	28	1	325	Chr1	R1	1
220	221	33015584	33147959	20	26	3	190	Chr1	R1	1
221	222	33167343	33295542	28	40	6	378	Chr1	R1	1
222	223	33301707	33448359	26	28	1	325	Chr1	R1	1
223	224	33454099	33585669	29	41	6	406	Chr1	R1	1
224	225	33601622	33747361	24	36	6	276	Chr1	R1	1
225	226	33752331	33897382	24	34	5	276	Chr1	R1	1
226	227	33903294	34041357	22	24	1	231	Chr1	R1	1
227	228	34052877	34195359	13	15	1	78	Chr1	R1	1
228	229	34210065	34338945	13	17	2	78	Chr1	R1	1
229	230	34366536	34496802	23	33	5	253	Chr1	R1	1
230	231	34512316	34644421	24	40	8	276	Chr1	R1	1
231	232	34658795	34799172	24	26	1	276	Chr1	R1	1
232	233	34804989	34947379	20	22	1	190	Chr1	R1	1
233	234	34964592	35098155	24	30	3	276	Chr1	R1	1
234	235	35103625	35243338	28	38	5	378	Chr1	R1	1
235	236	35255141	35382304	35	51	8	595	Chr1	R1	1
236	237	35403403	35549350	18	24	3	153	Chr1	R1	1
237	238	35559912	35690450	20	24	2	190	Chr1	R1	1
238	239	35714061	35848744	22	28	3	231	Chr1	R1	1
239	240	35851310	35997039	28	32	2	378	Chr1	R1	1
240	241	36004795	36146364	23	29	3	253	Chr1	R1	1
241	242	36151375	36284785	14	16	1	91	Chr1	R1	1
242	243	36301184	36428177	25	27	1	300	Chr1	R1	1
243	244	36469053	36597530	31	45	7	465	Chr1	R1	1
244	245	36603904	36743558	29	41	6	406	Chr1	R1	1
245	246	36754970	36862813	9	11	1	36	Chr1	R1	1
246	247	36910382	37047010	21	25	2	210	Chr1	R1	1
247	248	37053706	37196683	24	28	2	276	Chr1	R1	1
248	249	37216340	37347188	24	36	6	276	Chr1	R1	1
249	250	37353273	37494182	35	51	8	595	Chr1	R1	1
250	251	37506737	37649700	15	19	2	105	Chr1	R1	1
251	252	37654208	37782692	24	54	15	276	Chr1	R1	2
252	253	37801483	37949318	28	32	2	378	Chr1	R1	1
253	254	37955960	38093075	21	31	5	210	Chr1	R1	1
254	255	38108530	38245128	22	24	1	231	Chr1	R1	1
255	256	38251239	38398363	21	31	5	210	Chr1	R1	1
256	257	38402664	38546148	26	32	3	325	Chr1	R1	1
257	258	38563621	38688816	22	38	8	231	Chr1	R1	1
258	259	38709018	38847074	19	23	2	171	Chr1	R1	1
259	260	38851022	38999142	79	223	72	3081	Chr1	R1	2
260	261	39005965	39146573	33	55	11	528	Chr1	R1	1
261	262	39150872	39293902	42	60	9	861	Chr1	R1	1
262	263	39303104	39443876	29	45	8	406	Chr1	R1	1
263	264	39456436	39598961	24	30	3	276	Chr1	R1	1
264	265	39601609	39724484	16	24	4	120	Chr1	R1	1
265	266	39769273	39893690	18	20	1	153	Chr1	R1	1
266	267	39911556	40046911	34	56	11	561	Chr1	R1	1
267	268	40056629	40198579	24	28	2	276	Chr1	R1	1
268	269	40222716	40340971	28	58	15	378	Chr1	R1	2
269	270	40367370	40499174	15	19	2	105	Chr1	R1	1
270	271	40507770	40636912	14	30	8	91	Chr1	R1	1
271	272	40716882	40789637	10	16	3	45	Chr1	R1	1
272	273	40809384	40915223	16	20	2	120	Chr1	R1	1
273	274	40953404	41099961	27	45	9	351	Chr1	R1	1
274	275	41100243	41248236	21	31	5	210	Chr1	R1	1
275	276	41255535	41392323	21	31	5	210	Chr1	R1	1
276	277	41403933	41548633	26	60	17	325	Chr1	R1	2
277	278	41550184	41696715	31	55	12	465	Chr1	R1	1
278	279	41700404	41827364	30	48	9	435	Chr1	R1	1
279	280	41864758	41993180	23	41	9	253	Chr1	R1	1
280	281	42025631	42109447	19	29	5	171	Chr1	R1	1
281	282	42153079	42298336	29	51	11	406	Chr1	R1	1
282	283	42300443	42443868	33	41	4	528	Chr1	R1	1
283	284	42452045	42593400	23	33	5	253	Chr1	R1	1
284	285	42609958	42735011	15	21	3	105	Chr1	R1	1
285	286	42755413	42883911	24	34	5	276	Chr1	R1	1
286	287	42907500	43044140	14	16	1	91	Chr1	R1	1
287	288	43058043	43199634	19	33	7	171	Chr1	R1	1
288	289	43205346	43312532	16	24	4	120	Chr1	R1	1
289	290	43356536	43495636	30	64	17	435	Chr1	R1	2
290	291	43500590	43649201	31	108	38.5	465	Chr1	R1	2
291	292	43651247	43778265	21	25	2	210	Chr1	R1	1
292	293	43821830	43944498	22	46	12	231	Chr1	R1	2
293	294	43959171	44097568	20	28	4	190	Chr1	R1	1
294	295	44106329	44249612	25	37	6	300	Chr1	R1	1
295	296	44271936	44399683	33	45	6	528	Chr1	R1	1
296	297	44401742	44547493	25	29	2	300	Chr1	R1	1
297	298	44557391	44699915	36	42	3	630	Chr1	R1	1
298	299	44705581	44845656	32	50	9	496	Chr1	R1	1
299	300	44851296	44999404	28	28	0	378	Chr1	R1	1
300	301	45002367	45138607	34	76	21	561	Chr1	R1	2
301	302	45152458	45282147	32	74	21	496	Chr1	R1	2
302	303	45308954	45448442	31	127	48	465	Chr1	R1	2
303	304	45451907	45596426	16	108	46	120	Chr1	R1	2
304	305	45603508	45738567	30	288	129	435	Chr1	R1	2
