X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
101	101	15022349	15138228	4	4	0	6	ChrX	R1	1
102	102	15173508	15297554	10	12	1	45	ChrX	R1	1
103	103	15301903	15448066	8	10	1	28	ChrX	R1	1
104	104	15450049	15598365	14	24	5	91	ChrX	R1	1
105	105	15618660	15730193	17	73	28	136	ChrX	R1	2
106	106	15752022	15898560	20	110	45	190	ChrX	R1	2
107	107	15901019	16042600	25	169	72	300	ChrX	R1	2
108	108	16054987	16195979	30	106	38	435	ChrX	R1	2
109	109	16218533	16344672	13	25	6	78	ChrX	R1	1
110	110	16379282	16497507	16	40	12	120	ChrX	R1	2
111	111	16501890	16647083	11	23	6	55	ChrX	R1	1
112	112	16650115	16767726	16	42	13	120	ChrX	R1	2
113	113	16814348	16931572	24	58	17	276	ChrX	R1	2
114	114	16954952	17087783	23	55	16	253	ChrX	R1	2
115	115	17100693	17235019	23	141	59	253	ChrX	R1	2
116	116	17252506	17396956	10	42	16	45	ChrX	R1	2
117	117	17404333	17547653	19	33	7	171	ChrX	R1	1
118	118	17558040	17693209	16	40	12	120	ChrX	R1	2
119	119	17710706	17849124	14	26	6	91	ChrX	R1	1
120	120	17856173	17997403	23	159	68	253	ChrX	R1	2
121	121	18011058	18148027	19	81	31	171	ChrX	R1	2
122	122	18152188	18282739	19	45	13	171	ChrX	R1	2
123	123	18317165	18442092	17	35	9	136	ChrX	R1	1
124	124	18453355	18592590	22	54	16	231	ChrX	R1	2
125	125	18601207	18745518	19	43	12	171	ChrX	R1	2
126	126	18752705	18892408	30	120	45	435	ChrX	R1	2
127	127	18906834	19046121	35	121	43	595	ChrX	R1	2
128	128	19050485	19199784	29	59	15	406	ChrX	R1	2
129	129	19206856	19344613	19	59	20	171	ChrX	R1	2
130	130	19399887	19499764	12	18	3	66	ChrX	R1	1
131	131	19502048	19648317	28	150	61	378	ChrX	R1	2
132	132	19650397	19793054	32	94	31	496	ChrX	R1	2
133	133	19805373	19933340	19	27	4	171	ChrX	R1	1
134	134	19991461	20099194	20	80	30	190	ChrX	R1	2
135	135	20120225	20199397	10	16	3	45	ChrX	R1	1
136	136	20315489	20396234	16	30	7	120	ChrX	R1	1
137	137	20403434	20547314	22	158	68	231	ChrX	R1	2
138	138	20554307	20699549	20	38	9	190	ChrX	R1	1
139	139	20718505	20847723	19	39	10	171	ChrX	R1	1
140	140	20855985	20998368	15	21	3	105	ChrX	R1	1
141	141	21007669	21138909	14	16	1	91	ChrX	R1	1
142	142	21151243	21283388	9	11	1	36	ChrX	R1	1
143	143	21315905	21413322	21	41	10	210	ChrX	R1	1
144	144	21459950	21596717	26	106	40	325	ChrX	R1	2
145	145	21613078	21745494	27	115	44	351	ChrX	R1	2
146	146	21792309	21888130	8	10	1	28	ChrX	R1	1
147	147	21907125	22033402	16	28	6	120	ChrX	R1	1
148	148	22059220	22179402	13	21	4	78	ChrX	R1	1
149	149	22205659	22347735	18	40	11	153	ChrX	R1	2
150	150	22367028	22495595	11	13	1	55	ChrX	R1	1
151	151	22532630	22647531	19	41	11	171	ChrX	R1	2
152	152	22654438	22791240	13	21	4	78	ChrX	R1	1
153	153	22812340	22942700	9	9	0	36	ChrX	R1	1
154	154	22967137	23090937	12	14	1	66	ChrX	R1	1
155	155	23129785	23206919	13	17	2	78	ChrX	R1	1
156	156	23260152	23379549	14	16	1	91	ChrX	R1	1
157	157	23446634	23537910	7	9	1	21	ChrX	R1	1
158	158	23556096	23699689	26	66	20	325	ChrX	R1	2
159	159	23722236	23831642	13	43	15	78	ChrX	R1	2
160	160	23860880	23999113	13	17	2	78	ChrX	R1	1
161	161	24017250	24146352	14	20	3	91	ChrX	R1	1
162	162	24153107	24282878	20	28	4	190	ChrX	R1	1
163	163	24301385	24422459	16	28	6	120	ChrX	R1	1
164	164	24455846	24591767	17	23	3	136	ChrX	R1	1
165	165	24601761	24734904	13	13	0	78	ChrX	R1	1
166	166	24758327	24896859	11	11	0	55	ChrX	R1	1
167	167	24900765	25031567	12	20	4	66	ChrX	R1	1
168	168	25053197	25182370	14	20	3	91	ChrX	R1	1
169	169	25213834	25335450	12	16	2	66	ChrX	R1	1
170	170	25366493	25468967	15	25	5	105	ChrX	R1	1
171	171	25527751	25615612	18	32	7	153	ChrX	R1	1
172	172	25657356	25796256	12	18	3	66	ChrX	R1	1
173	173	25800636	25941828	21	37	8	210	ChrX	R1	1
174	174	25952205	26095919	34	240	103	561	ChrX	R1	2
175	175	26110959	26232144	34	122	44	561	ChrX	R1	2
176	176	26252522	26396670	25	243	109	300	ChrX	R1	2
177	177	26403914	26544842	13	15	1	78	ChrX	R1	1
178	178	26564946	26663773	16	24	4	120	ChrX	R1	1
179	179	26709509	26842676	10	16	3	45	ChrX	R1	1
180	180	26861237	26989586	7	7	0	21	ChrX	R1	1
181	181	27015866	27147098	15	25	5	105	ChrX	R1	1
182	182	27161839	27262211	5	5	0	10	ChrX	R1	1
183	183	27304359	27432034	7	7	0	21	ChrX	R1	1
184	184	27466133	27598325	15	17	1	105	ChrX	R1	1
185	185	27605751	27712421	21	29	4	210	ChrX	R1	1
186	186	27759808	27889696	7	7	0	21	ChrX	R1	1
187	187	27926128	28035581	6	6	0	15	ChrX	R1	1
188	188	28066184	28199438	10	10	0	45	ChrX	R1	1
189	189	28204909	28341145	13	13	0	78	ChrX	R1	1
190	190	28370503	28458750	5	5	0	10	ChrX	R1	1
191	191	28560205	28565473	2	2	0	1	ChrX	R1	1
192	192	28680256	28790815	10	12	1	45	ChrX	R1	1
193	193	28811727	28811727	1	1	0	0	ChrX	R1	1
194	194	28972242	29091829	7	9	1	21	ChrX	R1	1
195	195	29105243	29201026	9	9	0	36	ChrX	R1	1
196	196	29258401	29393366	19	35	8	171	ChrX	R1	1
197	197	29412385	29439105	5	5	0	10	ChrX	R1	1
198	198	29565077	29677868	7	13	3	21	ChrX	R1	1
199	199	29704051	29847473	16	22	3	120	ChrX	R1	1
200	200	29862971	29990365	8	8	0	28	ChrX	R1	1
201	201	30049562	30085594	6	6	0	15	ChrX	R1	1
202	202	30159222	30240249	4	4	0	6	ChrX	R1	1
203	203	30319920	30433900	7	7	0	21	ChrX	R1	1
204	204	30463029	30585051	11	15	2	55	ChrX	R1	1
205	205	30601892	30743030	6	6	0	15	ChrX	R1	1
206	206	30764227	30836027	4	4	0	6	ChrX	R1	1
207	207	30912259	31030766	8	8	0	28	ChrX	R1	1
208	208	31076571	31198508	9	11	1	36	ChrX	R1	1
209	209	31207730	31343648	14	16	1	91	ChrX	R1	1
210	210	31350830	31496745	6	8	1	15	ChrX	R1	1
211	211	31500449	31625187	10	12	1	45	ChrX	R1	1
212	212	31671485	31797493	10	10	0	45	ChrX	R1	1
213	213	31809028	31949945	11	11	0	55	ChrX	R1	1
214	214	32003651	32086496	2	2	0	1	ChrX	R1	1
215	215	32130890	32213508	8	10	1	28	ChrX	R1	1
216	216	32355777	32392415	3	3	0	3	ChrX	R1	1
217	217	32403973	32544379	11	13	1	55	ChrX	R1	1
218	218	32551964	32699195	19	25	3	171	ChrX	R1	1
219	219	32720220	32823512	10	12	1	45	ChrX	R1	1
220	220	32865120	32995187	14	18	2	91	ChrX	R1	1
221	221	33000292	33142215	8	8	0	28	ChrX	R1	1
222	222	33159341	33288022	17	23	3	136	ChrX	R1	1
223	223	33316533	33411205	6	6	0	15	ChrX	R1	1
224	224	33451069	33582986	10	12	1	45	ChrX	R1	1
225	225	33613121	33739300	11	13	1	55	ChrX	R1	1
226	226	33756192	33898889	9	9	0	36	ChrX	R1	1
227	227	33926488	34045114	13	17	2	78	ChrX	R1	1
228	228	34051232	34197299	3	3	0	3	ChrX	R1	1
229	229	34221708	34341346	13	19	3	78	ChrX	R1	1
230	230	34354750	34466700	9	11	1	36	ChrX	R1	1
231	231	34505218	34638806	11	17	3	55	ChrX	R1	1
232	232	34663055	34776120	8	8	0	28	ChrX	R1	1
233	233	34820824	34939904	9	13	2	36	ChrX	R1	1
234	234	34964021	35095430	27	49	11	351	ChrX	R1	1
235	235	35102819	35221565	10	10	0	45	ChrX	R1	1
236	236	35251171	35385381	16	18	1	120	ChrX	R1	1
237	237	35403948	35547464	24	72	24	276	ChrX	R1	2
238	238	35565296	35698370	15	21	3	105	ChrX	R1	1
239	239	35704324	35848357	6	8	1	15	ChrX	R1	1
240	240	35853294	35995852	24	34	5	276	ChrX	R1	1
241	241	36001924	36122507	8	8	0	28	ChrX	R1	1
242	242	36184647	36297199	7	7	0	21	ChrX	R1	1
243	243	36309017	36437382	18	54	18	153	ChrX	R1	2
244	244	36455289	36598811	14	14	0	91	ChrX	R1	1
245	245	36654683	36746375	21	37	8	210	ChrX	R1	1
246	246	36758751	36892438	20	28	4	190	ChrX	R1	1
247	247	36901506	37043251	18	20	1	153	ChrX	R1	1
248	248	37065012	37196397	10	10	0	45	ChrX	R1	1
249	249	37210141	37348333	22	26	2	231	ChrX	R1	1
250	250	37361403	37466562	12	12	0	66	ChrX	R1	1
251	251	37571771	37638791	9	9	0	36	ChrX	R1	1
252	252	37655228	37794938	10	10	0	45	ChrX	R1	1
253	253	37806972	37948516	30	32	1	435	ChrX	R1	1
254	254	37953622	38097774	26	30	2	325	ChrX	R1	1
255	255	38111313	38225486	10	10	0	45	ChrX	R1	1
256	256	38251227	38382622	11	13	1	55	ChrX	R1	1
257	257	38410385	38548067	24	44	10	276	ChrX	R1	1
258	258	38552317	38676840	14	16	1	91	ChrX	R1	1
259	259	38703959	38840771	11	11	0	55	ChrX	R1	1
260	260	38862736	38992084	11	11	0	55	ChrX	R1	1
261	261	39025765	39147994	10	10	0	45	ChrX	R1	1
262	262	39150756	39296088	18	20	1	153	ChrX	R1	1
263	263	39303079	39448827	25	31	3	300	ChrX	R1	1
264	264	39455030	39581464	30	62	16	435	ChrX	R1	2
265	265	39614590	39741904	18	22	2	153	ChrX	R1	1
266	266	39803112	39894787	11	11	0	55	ChrX	R1	1
267	267	39904423	40039715	6	6	0	15	ChrX	R1	1
268	268	40067807	40176407	6	12	3	15	ChrX	R1	1
269	269	40203029	40339282	15	15	0	105	ChrX	R1	1
270	270	40391658	40484814	12	16	2	66	ChrX	R1	1
271	271	40504440	40615183	12	14	1	66	ChrX	R1	1
272	272	40655045	40765910	5	5	0	10	ChrX	R1	1
273	273	40891281	40930830	4	4	0	6	ChrX	R1	1
274	274	40953115	41098572	19	27	4	171	ChrX	R1	1
275	275	41106209	41249038	15	21	3	105	ChrX	R1	1
276	276	41255394	41383579	17	19	1	136	ChrX	R1	1
277	277	41418718	41541481	24	30	3	276	ChrX	R1	1
278	278	41554809	41692719	21	23	1	210	ChrX	R1	1
279	279	41700541	41846694	25	29	2	300	ChrX	R1	1
280	280	41852788	41998153	21	25	2	210	ChrX	R1	1
281	281	42007375	42136867	27	37	5	351	ChrX	R1	1
282	282	42159547	42286616	13	25	6	78	ChrX	R1	1
283	283	42361792	42433866	2	2	0	1	ChrX	R1	1
284	284	42461360	42530329	6	6	0	15	ChrX	R1	1
285	285	42658006	42714943	5	5	0	10	ChrX	R1	1
286	286	42752072	42865460	10	10	0	45	ChrX	R1	1
287	287	42903341	43046242	29	65	18	406	ChrX	R1	2
288	288	43059977	43191899	23	37	7	253	ChrX	R1	1
289	289	43200691	43321425	19	23	2	171	ChrX	R1	1
290	290	43352078	43497755	21	31	5	210	ChrX	R1	1
291	291	43502938	43649941	36	58	11	630	ChrX	R1	1
292	292	43657195	43794564	27	35	4	351	ChrX	R1	1
293	293	43812173	43930517	12	14	1	66	ChrX	R1	1
294	294	43956291	44095257	13	13	0	78	ChrX	R1	1
295	295	44116212	44249096	21	67	23	210	ChrX	R1	2
296	296	44251063	44399775	19	117	49	171	ChrX	R1	2
297	297	44407682	44536272	9	65	28	36	ChrX	R1	2
298	298	44558490	44652528	14	124	55	91	ChrX	R1	2
299	299	44708716	44847018	10	52	21	45	ChrX	R1	2
300	300	44857960	44991831	22	104	41	231	ChrX	R1	2
301	301	45005984	45138964	16	28	6	120	ChrX	R1	1
302	302	45160091	45297008	26	282	128	325	ChrX	R1	2
303	303	45319391	45448107	29	421	196	406	ChrX	R1	2
304	304	45453399	45566937	16	88	36	120	ChrX	R1	2
305	305	45601356	45749376	29	353	162	406	ChrX	R1	2
306	306	45772212	45899404	23	215	96	253	ChrX	R1	2
307	307	45900017	45996595	17	107	45	136	ChrX	R1	2
