X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
37	37	5401772	5549427	11	13	1	55	Chr2	R2	1
38	38	5553207	5699080	29	35	3	406	Chr2	R2	1
39	39	5700336	5849016	24	30	3	276	Chr2	R2	1
40	40	5868879	5996709	25	59	17	300	Chr2	R2	2
41	41	6004275	6144974	30	60	15	435	Chr2	R2	2
42	42	6152149	6294840	33	49	8	528	Chr2	R2	1
43	43	6316718	6434700	29	47	9	406	Chr2	R2	1
44	44	6453944	6591097	25	37	6	300	Chr2	R2	1
45	45	6605186	6742819	19	23	2	171	Chr2	R2	1
46	46	6756621	6895441	27	37	5	351	Chr2	R2	1
47	47	6904127	7049002	35	63	14	595	Chr2	R2	1
48	48	7051828	7183288	22	36	7	231	Chr2	R2	1
49	49	7202105	7344530	28	34	3	378	Chr2	R2	1
50	50	7354163	7492532	29	37	4	406	Chr2	R2	1
51	51	7504061	7638729	30	34	2	435	Chr2	R2	1
52	52	7667110	7790197	18	30	6	153	Chr2	R2	1
53	53	7808871	7894055	18	24	3	153	Chr2	R2	1
54	54	7951923	8091950	47	75	14	1081	Chr2	R2	1
55	55	8103004	8240451	32	60	14	496	Chr2	R2	2
56	56	8254187	8395530	33	43	5	528	Chr2	R2	1
57	57	8400684	8532711	35	45	5	595	Chr2	R2	1
58	58	8554111	8696541	27	31	2	351	Chr2	R2	1
59	59	8706641	8845798	24	26	1	276	Chr2	R2	1
60	60	8854367	8996653	38	68	15	703	Chr2	R2	1
61	61	9000432	9140577	41	93	26	820	Chr2	R2	2
62	62	9158244	9293312	26	42	8	325	Chr2	R2	1
63	63	9300326	9440239	47	97	25	1081	Chr2	R2	2
64	64	9455064	9598679	30	50	10	435	Chr2	R2	1
65	65	9601225	9742316	27	69	21	351	Chr2	R2	2
66	66	9753979	9898712	23	31	4	253	Chr2	R2	1
67	67	9903756	10047197	40	112	36	780	Chr2	R2	2
68	68	10051425	10198531	30	36	3	435	Chr2	R2	1
69	69	10207091	10349312	30	44	7	435	Chr2	R2	1
70	70	10363903	10498754	21	27	3	210	Chr2	R2	1
71	71	10502674	10645199	37	67	15	666	Chr2	R2	2
72	72	10659006	10784053	39	49	5	741	Chr2	R2	1
73	73	10803261	10948855	42	72	15	861	Chr2	R2	1
74	74	10953824	11084954	40	78	19	780	Chr2	R2	2
75	75	11100092	11238848	21	39	9	210	Chr2	R2	1
76	76	11275709	11397545	31	61	15	465	Chr2	R2	2
77	77	11403453	11548327	29	53	12	406	Chr2	R2	1
78	78	11551886	11698033	27	31	2	351	Chr2	R2	1
79	79	11728068	11843030	22	32	5	231	Chr2	R2	1
80	80	11860084	11982971	17	25	4	136	Chr2	R2	1
81	81	12010378	12142778	24	30	3	276	Chr2	R2	1
82	82	12152765	12278574	33	57	12	528	Chr2	R2	1
83	83	12301041	12449419	28	44	8	378	Chr2	R2	1
84	84	12453961	12599586	24	34	5	276	Chr2	R2	1
85	85	12619802	12722252	13	15	1	78	Chr2	R2	1
86	86	12817205	12891589	14	26	6	91	Chr2	R2	1
87	87	12903814	13049942	39	115	38	741	Chr2	R2	2
88	88	13052107	13170810	12	16	2	66	Chr2	R2	1
89	89	13221719	13347443	20	22	1	190	Chr2	R2	1
90	90	13356400	13498267	17	21	2	136	Chr2	R2	1
91	91	13504850	13645745	21	29	4	210	Chr2	R2	1
92	92	13652259	13799281	35	37	1	595	Chr2	R2	1
93	93	13812843	13937530	11	15	2	55	Chr2	R2	1
94	94	13952450	14095829	28	44	8	378	Chr2	R2	1
95	95	14103768	14249911	23	43	10	253	Chr2	R2	1
96	96	14254584	14390635	26	54	14	325	Chr2	R2	2
97	97	14412553	14549670	25	53	14	300	Chr2	R2	2
98	98	14648258	14681756	2	2	0	1	Chr2	R2	1
99	99	14715502	14835445	34	70	18	561	Chr2	R2	2
100	100	14852971	14999274	30	50	10	435	Chr2	R2	1
101	101	15001244	15144527	31	63	16	465	Chr2	R2	2
102	102	15163838	15283306	16	24	4	120	Chr2	R2	1
103	103	15318923	15447634	15	43	14	105	Chr2	R2	2
104	104	15471896	15594802	20	24	2	190	Chr2	R2	1
105	105	15620367	15741112	30	48	9	435	Chr2	R2	1
106	106	15772486	15886424	15	23	4	105	Chr2	R2	1
107	107	15901560	16049056	17	21	2	136	Chr2	R2	1
108	108	16052025	16196724	18	26	4	153	Chr2	R2	1
109	109	16327918	16342311	3	5	1	3	Chr2	R2	1
110	110	16356840	16494723	19	21	1	171	Chr2	R2	1
111	111	16510338	16634019	10	14	2	45	Chr2	R2	1
112	112	16655486	16782229	19	23	2	171	Chr2	R2	1
113	113	16818912	16948886	20	26	3	190	Chr2	R2	1
114	114	16972696	17098563	20	36	8	190	Chr2	R2	1
115	115	17104007	17238983	32	50	9	496	Chr2	R2	1
116	116	17295479	17394445	12	18	3	66	Chr2	R2	1
117	117	17401125	17548083	41	55	7	820	Chr2	R2	1
118	118	17555329	17699573	20	22	1	190	Chr2	R2	1
119	119	17707001	17846327	35	101	33	595	Chr2	R2	2
120	120	17853635	17994997	30	60	15	435	Chr2	R2	2
121	121	18007018	18145628	21	31	5	210	Chr2	R2	1
122	122	18155553	18297280	28	36	4	378	Chr2	R2	1
123	123	18306388	18449563	27	31	2	351	Chr2	R2	1
124	124	18450809	18594369	30	38	4	435	Chr2	R2	1
125	125	18603522	18745676	12	12	0	66	Chr2	R2	1
126	126	18764295	18883685	15	23	4	105	Chr2	R2	1
127	127	18903563	19049416	15	17	1	105	Chr2	R2	1
128	128	19055191	19187424	15	15	0	105	Chr2	R2	1
129	129	19215112	19349581	16	24	4	120	Chr2	R2	1
130	130	19361795	19484242	14	26	6	91	Chr2	R2	1
131	131	19504265	19648588	16	18	1	120	Chr2	R2	1
132	132	19659800	19788574	21	23	1	210	Chr2	R2	1
133	133	19800508	19912594	17	21	2	136	Chr2	R2	1
134	134	19955901	20097076	14	16	1	91	Chr2	R2	1
135	135	20104295	20238700	17	23	3	136	Chr2	R2	1
136	136	20267018	20394731	20	24	2	190	Chr2	R2	1
137	137	20405271	20548775	38	44	3	703	Chr2	R2	1
138	138	20551034	20682319	20	22	1	190	Chr2	R2	1
139	139	20739294	20826072	8	8	0	28	Chr2	R2	1
140	140	20854323	20997931	24	40	8	276	Chr2	R2	1
141	141	21001455	21144963	38	122	42	703	Chr2	R2	2
142	142	21156294	21287395	28	54	13	378	Chr2	R2	2
143	143	21300431	21441104	44	108	32	946	Chr2	R2	2
144	144	21472778	21599374	36	46	5	630	Chr2	R2	1
145	145	21609172	21747271	12	12	0	66	Chr2	R2	1
146	146	21754795	21894570	26	38	6	325	Chr2	R2	1
147	147	21901415	22048637	22	22	0	231	Chr2	R2	1
148	148	22052488	22198577	19	19	0	171	Chr2	R2	1
149	149	22210685	22326498	27	31	2	351	Chr2	R2	1
150	150	22364060	22484029	39	145	53	741	Chr2	R2	2
151	151	22500133	22648895	22	56	17	231	Chr2	R2	2
152	152	22652122	22799516	42	146	52	861	Chr2	R2	2
153	153	22817358	22947013	23	31	4	253	Chr2	R2	1
154	154	22951301	23077979	20	40	10	190	Chr2	R2	1
155	155	23102089	23243775	48	194	73	1128	Chr2	R2	2
156	156	23250767	23395899	31	51	10	465	Chr2	R2	1
157	157	23402475	23541105	40	98	29	780	Chr2	R2	2
158	158	23552306	23695807	23	107	42	253	Chr2	R2	2
159	159	23712711	23845460	16	22	3	120	Chr2	R2	1
160	160	23850089	23983312	35	147	56	595	Chr2	R2	2
161	161	24016671	24131922	22	36	7	231	Chr2	R2	1
162	162	24154215	24295931	35	43	4	595	Chr2	R2	1
163	163	24300188	24444204	28	76	24	378	Chr2	R2	2
164	164	24451824	24593264	32	52	10	496	Chr2	R2	1
165	165	24608090	24749999	30	38	4	435	Chr2	R2	1
166	166	24758840	24891851	26	44	9	325	Chr2	R2	1
167	167	24919360	25048649	29	51	11	406	Chr2	R2	1
168	168	25057436	25197533	30	60	15	435	Chr2	R2	2
169	169	25204393	25344512	43	67	12	903	Chr2	R2	1
170	170	25362022	25495825	26	30	2	325	Chr2	R2	1
171	171	25516549	25645202	20	36	8	190	Chr2	R2	1
172	172	25659595	25793065	37	63	13	666	Chr2	R2	1
173	173	25800831	25945177	37	83	23	666	Chr2	R2	2
174	174	25950329	26096636	34	42	4	561	Chr2	R2	1
175	175	26101375	26249051	35	55	10	595	Chr2	R2	1
176	176	26254559	26396259	31	43	6	465	Chr2	R2	1
177	177	26402321	26546482	33	51	9	528	Chr2	R2	1
178	178	26559241	26698923	42	68	13	861	Chr2	R2	1
179	179	26700575	26848518	47	77	15	1081	Chr2	R2	1
180	180	26851582	26993169	38	54	8	703	Chr2	R2	1
181	181	27000776	27140851	23	37	7	253	Chr2	R2	1
182	182	27161623	27298516	26	42	8	325	Chr2	R2	1
183	183	27300650	27445506	31	61	15	465	Chr2	R2	2
184	184	27454604	27593944	20	42	11	190	Chr2	R2	2
185	185	27600627	27744692	31	45	7	465	Chr2	R2	1
186	186	27752174	27886143	25	39	7	300	Chr2	R2	1
187	187	27901163	28039393	24	26	1	276	Chr2	R2	1
188	188	28055074	28195414	30	52	11	435	Chr2	R2	1
189	189	28218848	28345433	16	18	1	120	Chr2	R2	1
190	190	28355446	28498344	35	57	11	595	Chr2	R2	1
191	191	28502766	28638241	43	103	30	903	Chr2	R2	2
192	192	28657749	28796704	36	58	11	630	Chr2	R2	1
193	193	28808966	28937854	30	36	3	435	Chr2	R2	1
194	194	28951779	29082044	25	29	2	300	Chr2	R2	1
195	195	29103007	29245600	22	24	1	231	Chr2	R2	1
196	196	29254345	29396008	20	24	2	190	Chr2	R2	1
197	197	29406831	29535681	38	56	9	703	Chr2	R2	1
198	198	29553378	29694743	30	56	13	435	Chr2	R2	1
199	199	29704078	29848598	26	36	5	325	Chr2	R2	1
200	200	29851323	29986779	15	15	0	105	Chr2	R2	1
201	201	30001907	30126145	17	23	3	136	Chr2	R2	1
202	202	30155319	30277463	20	22	1	190	Chr2	R2	1
203	203	30301011	30439607	27	35	4	351	Chr2	R2	1
204	204	30452035	30598419	39	63	12	741	Chr2	R2	1
205	206	30825148	30891683	15	19	2	105	Chr2	R2	1
206	207	30900610	31042553	28	42	7	378	Chr2	R2	1
207	208	31051558	31195426	34	72	19	561	Chr2	R2	2
208	209	31201221	31344428	39	65	13	741	Chr2	R2	1
209	210	31357019	31495222	24	30	3	276	Chr2	R2	1
210	211	31500452	31622029	23	31	4	253	Chr2	R2	1
211	212	31651011	31764258	14	20	3	91	Chr2	R2	1
212	213	31801513	31949678	24	46	11	276	Chr2	R2	1
213	214	31952868	32098532	19	23	2	171	Chr2	R2	1
214	215	32100356	32249530	33	55	11	528	Chr2	R2	1
215	216	32256995	32377972	24	42	9	276	Chr2	R2	1
216	217	32410059	32533943	20	26	3	190	Chr2	R2	1
217	218	32552734	32691239	32	52	10	496	Chr2	R2	1
218	219	32708761	32844074	11	13	1	55	Chr2	R2	1
219	220	32854547	32996964	24	36	6	276	Chr2	R2	1
220	221	33001181	33136852	27	45	9	351	Chr2	R2	1
221	222	33155900	33293576	25	51	13	300	Chr2	R2	2
222	223	33304141	33447496	40	80	20	780	Chr2	R2	2
223	224	33452378	33599986	17	23	3	136	Chr2	R2	1
224	225	33611092	33749803	24	32	4	276	Chr2	R2	1
225	226	33750904	33898658	29	55	13	406	Chr2	R2	2
226	227	33909174	34048629	25	49	12	300	Chr2	R2	2
227	228	34067640	34196175	16	20	2	120	Chr2	R2	1
228	229	34205323	34342879	36	50	7	630	Chr2	R2	1
229	230	34350806	34497421	32	52	10	496	Chr2	R2	1
230	231	34506549	34645177	20	20	0	190	Chr2	R2	1
231	232	34654954	34793410	19	25	3	171	Chr2	R2	1
232	233	34821867	34949803	17	33	8	136	Chr2	R2	1
233	234	34951691	35096444	19	31	6	171	Chr2	R2	1
234	235	35102734	35246792	30	46	8	435	Chr2	R2	1
235	236	35251172	35399933	23	43	10	253	Chr2	R2	1
236	237	35431214	35545004	12	14	1	66	Chr2	R2	1
237	238	35558995	35699411	26	26	0	325	Chr2	R2	1
238	239	35711319	35840538	21	23	1	210	Chr2	R2	1
239	240	35855431	35993180	19	21	1	171	Chr2	R2	1
240	241	36000957	36147343	20	78	29	190	Chr2	R2	2
241	242	36153044	36292364	30	68	19	435	Chr2	R2	2
242	243	36314233	36445931	19	21	1	171	Chr2	R2	1
243	244	36457192	36595729	21	29	4	210	Chr2	R2	1
244	245	36615405	36746139	25	57	16	300	Chr2	R2	2
245	246	36754548	36899796	13	17	2	78	Chr2	R2	1
246	247	36916989	37049873	25	45	10	300	Chr2	R2	1
247	248	37051290	37189902	29	37	4	406	Chr2	R2	1
248	249	37208989	37343843	15	21	3	105	Chr2	R2	1
249	250	37359625	37495844	21	29	4	210	Chr2	R2	1
250	251	37511886	37646252	16	18	1	120	Chr2	R2	1
251	252	37656345	37792143	19	21	1	171	Chr2	R2	1
252	253	37800868	37949936	20	26	3	190	Chr2	R2	1
253	254	37961817	38096395	26	32	3	325	Chr2	R2	1
254	255	38101579	38249492	26	34	4	325	Chr2	R2	1
255	256	38259926	38399912	17	19	1	136	Chr2	R2	1
256	257	38401455	38549002	34	40	3	561	Chr2	R2	1
257	258	38554138	38683156	25	35	5	300	Chr2	R2	1
258	259	38702209	38849935	28	32	2	378	Chr2	R2	1
259	260	38852171	38996121	29	51	11	406	Chr2	R2	1
260	261	39016097	39143721	20	24	2	190	Chr2	R2	1
261	262	39157899	39280723	16	20	2	120	Chr2	R2	1
262	263	39300024	39429418	27	31	2	351	Chr2	R2	1
263	264	39453142	39597577	27	39	6	351	Chr2	R2	1
264	265	39606072	39737752	29	37	4	406	Chr2	R2	1
265	266	39756677	39896732	23	29	3	253	Chr2	R2	1
266	267	39907797	40048815	37	43	3	666	Chr2	R2	1
267	268	40059102	40198918	35	49	7	595	Chr2	R2	1
268	269	40206296	40349885	38	64	13	703	Chr2	R2	1
269	270	40350154	40499708	31	41	5	465	Chr2	R2	1
270	271	40513621	40637259	23	37	7	253	Chr2	R2	1
271	272	40652312	40784880	30	42	6	435	Chr2	R2	1
272	273	40801486	40948695	36	52	8	630	Chr2	R2	1
273	274	40954381	41095585	34	42	4	561	Chr2	R2	1
274	275	41121610	41249746	22	22	0	231	Chr2	R2	1
275	276	41264263	41392763	29	39	5	406	Chr2	R2	1
276	277	41402256	41532258	26	48	11	325	Chr2	R2	1
277	278	41551365	41699862	26	32	3	325	Chr2	R2	1
278	279	41710300	41846245	23	31	4	253	Chr2	R2	1
279	280	41850511	41998522	17	19	1	136	Chr2	R2	1
280	281	42000035	42141687	24	34	5	276	Chr2	R2	1
281	282	42172325	42292297	13	15	1	78	Chr2	R2	1
282	283	42305213	42435933	23	23	0	253	Chr2	R2	1
283	284	42453289	42599452	48	88	20	1128	Chr2	R2	2
284	285	42604857	42749115	26	26	0	325	Chr2	R2	1
285	286	42751912	42891313	19	21	1	171	Chr2	R2	1
286	287	42900046	43032192	23	31	4	253	Chr2	R2	1
287	288	43054536	43191685	20	28	4	190	Chr2	R2	1
288	289	43204303	43344227	22	28	3	231	Chr2	R2	1
289	290	43351440	43498182	23	29	3	253	Chr2	R2	1
290	291	43508613	43646810	23	31	4	253	Chr2	R2	1
291	292	43651137	43792504	40	78	19	780	Chr2	R2	2
292	293	43804273	43949744	26	36	5	325	Chr2	R2	1
293	294	43951179	44096695	33	51	9	528	Chr2	R2	1
294	295	44101543	44242515	27	31	2	351	Chr2	R2	1
295	296	44290156	44399814	17	31	7	136	Chr2	R2	1
296	297	44400045	44534594	23	35	6	253	Chr2	R2	1
297	298	44574088	44690196	10	12	1	45	Chr2	R2	1
298	299	44716949	44844320	17	17	0	136	Chr2	R2	1
299	300	44850321	44991137	18	32	7	153	Chr2	R2	1
300	301	45027699	45145926	27	33	3	351	Chr2	R2	1
301	302	45150883	45286951	20	40	10	190	Chr2	R2	1
302	303	45300077	45436873	18	22	2	153	Chr2	R2	1
303	304	45451782	45596198	39	69	15	741	Chr2	R2	1
304	305	45611530	45745352	29	49	10	406	Chr2	R2	1
305	306	45750095	45896736	34	54	10	561	Chr2	R2	1
306	307	45900622	46048593	32	50	9	496	Chr2	R2	1
307	308	46062036	46142476	17	19	1	136	Chr2	R2	1
308	309	46257506	46347982	14	22	4	91	Chr2	R2	1
309	310	46356730	46499642	41	61	10	820	Chr2	R2	1
310	311	46503755	46644130	50	84	17	1225	Chr2	R2	1
311	312	46650322	46799338	56	108	26	1540	Chr2	R2	2
312	313	46801474	46949486	42	106	32	861	Chr2	R2	2
313	314	46950108	47091453	42	162	60	861	Chr2	R2	2
314	315	47101352	47241695	42	160	59	861	Chr2	R2	2
315	316	47253080	47371649	24	50	13	276	Chr2	R2	2
