X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
124	124	18452173	18592207	24	32	4	276	Chr5	R2	1
125	125	18611093	18747851	12	12	0	66	Chr5	R2	1
126	126	18753193	18877728	21	35	7	210	Chr5	R2	1
127	127	18903112	19044806	29	53	12	406	Chr5	R2	1
128	128	19050237	19193500	23	25	1	253	Chr5	R2	1
129	129	19201476	19349729	30	38	4	435	Chr5	R2	1
130	130	19365323	19494823	35	69	17	595	Chr5	R2	2
131	131	19507718	19648669	40	82	21	780	Chr5	R2	2
132	132	19653606	19797690	25	35	5	300	Chr5	R2	1
133	133	19805292	19949084	32	74	21	496	Chr5	R2	2
134	134	19950015	20099423	44	64	10	946	Chr5	R2	1
135	135	20104494	20237195	21	39	9	210	Chr5	R2	1
136	136	20261487	20377417	26	34	4	325	Chr5	R2	1
137	137	20417732	20542369	34	64	15	561	Chr5	R2	2
138	138	20554790	20687210	31	41	5	465	Chr5	R2	1
139	139	20702228	20849972	29	39	5	406	Chr5	R2	1
140	140	20852941	20997250	36	54	9	630	Chr5	R2	1
141	141	21017669	21148245	28	46	9	378	Chr5	R2	1
142	142	21165663	21171693	2	2	0	1	Chr5	R2	1
143	143	21412884	21447987	9	9	0	36	Chr5	R2	1
144	144	21455756	21599165	23	27	2	253	Chr5	R2	1
145	145	21606598	21743342	10	12	1	45	Chr5	R2	1
146	146	21750083	21898972	23	31	4	253	Chr5	R2	1
147	147	21903480	22044301	21	47	13	210	Chr5	R2	2
148	148	22062714	22189602	42	88	23	861	Chr5	R2	2
149	149	22203866	22349462	41	169	64	820	Chr5	R2	2
150	150	22352115	22498514	44	176	66	946	Chr5	R2	2
151	151	22501648	22649753	34	80	23	561	Chr5	R2	2
152	152	22653685	22789864	45	69	12	990	Chr5	R2	1
153	153	22804327	22939412	28	44	8	378	Chr5	R2	1
154	154	22959878	23090866	37	71	17	666	Chr5	R2	2
155	155	23107263	23248919	23	45	11	253	Chr5	R2	1
156	156	23251917	23397894	33	61	14	528	Chr5	R2	2
157	157	23400290	23549893	42	92	25	861	Chr5	R2	2
158	158	23550526	23699107	22	32	5	231	Chr5	R2	1
159	159	23702027	23834412	22	44	11	231	Chr5	R2	1
160	160	23857792	23999172	37	65	14	666	Chr5	R2	1
161	161	24002692	24142308	19	19	0	171	Chr5	R2	1
162	162	24150638	24288856	39	79	20	741	Chr5	R2	2
163	163	24303126	24448135	30	40	5	435	Chr5	R2	1
164	164	24455820	24599933	15	29	7	105	Chr5	R2	1
165	165	24614056	24738571	20	22	1	190	Chr5	R2	1
166	166	24758080	24889073	19	27	4	171	Chr5	R2	1
167	167	24905916	25047637	31	57	13	465	Chr5	R2	1
168	168	25061606	25189430	21	31	5	210	Chr5	R2	1
169	169	25214466	25343098	19	25	3	171	Chr5	R2	1
170	170	25353190	25494041	30	44	7	435	Chr5	R2	1
171	171	25502474	25638138	21	29	4	210	Chr5	R2	1
172	172	25653598	25799808	24	66	21	276	Chr5	R2	2
173	173	25830348	25943433	20	26	3	190	Chr5	R2	1
174	174	25953862	26086139	35	59	12	595	Chr5	R2	1
175	175	26119117	26246744	24	42	9	276	Chr5	R2	1
176	176	26252236	26397694	37	51	7	666	Chr5	R2	1
177	177	26403341	26546247	34	116	41	561	Chr5	R2	2
178	178	26562419	26698993	29	45	8	406	Chr5	R2	1
179	179	26704592	26848804	33	61	14	528	Chr5	R2	2
180	180	26853829	26977719	33	67	17	528	Chr5	R2	2
181	181	27007981	27147838	28	48	10	378	Chr5	R2	1
182	182	27158092	27287459	23	33	5	253	Chr5	R2	1
183	183	27302520	27447505	38	52	7	703	Chr5	R2	1
184	184	27450064	27599866	18	22	2	153	Chr5	R2	1
185	185	27600534	27732603	40	74	17	780	Chr5	R2	2
186	186	27750304	27893439	24	24	0	276	Chr5	R2	1
187	187	27904934	28034179	26	48	11	325	Chr5	R2	1
188	188	28052400	28198795	25	39	7	300	Chr5	R2	1
189	189	28200420	28325373	38	74	18	703	Chr5	R2	2
190	190	28375567	28497882	19	31	6	171	Chr5	R2	1
191	191	28501452	28641935	19	33	7	171	Chr5	R2	1
192	192	28655322	28792560	29	49	10	406	Chr5	R2	1
193	193	28826176	28941984	24	28	2	276	Chr5	R2	1
194	194	28953127	29099701	28	60	16	378	Chr5	R2	2
195	195	29107913	29246382	34	56	11	561	Chr5	R2	1
196	196	29250315	29398694	34	54	10	561	Chr5	R2	1
197	197	29401304	29531360	29	59	15	406	Chr5	R2	2
198	198	29551099	29551099	1	1	0	0	Chr5	R2	1
199	199	29830958	29844375	4	4	0	6	Chr5	R2	1
200	200	29858976	29996562	36	96	30	630	Chr5	R2	2
201	201	30006116	30145791	23	35	6	253	Chr5	R2	1
202	202	30152720	30293629	26	36	5	325	Chr5	R2	1
203	203	30302361	30448981	18	28	5	153	Chr5	R2	1
204	204	30455049	30597517	28	48	10	378	Chr5	R2	1
205	205	30600519	30747394	25	37	6	300	Chr5	R2	1
206	206	30763766	30894856	17	21	2	136	Chr5	R2	1
207	207	30906054	31044362	27	35	4	351	Chr5	R2	1
208	208	31051182	31194695	27	35	4	351	Chr5	R2	1
209	209	31205332	31344050	24	34	5	276	Chr5	R2	1
210	210	31355161	31495797	31	51	10	465	Chr5	R2	1
211	211	31507903	31597989	33	69	18	528	Chr5	R2	2
212	212	31657968	31790560	26	52	13	325	Chr5	R2	2
213	213	31806984	31930994	24	32	4	276	Chr5	R2	1
214	214	31956089	32094998	16	20	2	120	Chr5	R2	1
215	215	32102104	32235075	26	52	13	325	Chr5	R2	2
216	216	32254219	32395578	31	59	14	465	Chr5	R2	2
217	217	32415097	32548839	18	22	2	153	Chr5	R2	1
218	218	32557135	32697351	13	17	2	78	Chr5	R2	1
219	219	32712744	32849703	17	29	6	136	Chr5	R2	1
220	220	32854459	32995892	35	57	11	595	Chr5	R2	1
221	221	33017028	33145672	19	47	14	171	Chr5	R2	2
222	222	33153770	33298484	32	66	17	496	Chr5	R2	2
223	223	33312393	33449855	32	60	14	496	Chr5	R2	2
224	224	33450190	33597686	27	47	10	351	Chr5	R2	1
225	225	33608225	33748574	36	68	16	630	Chr5	R2	2
226	226	33753869	33838683	16	30	7	120	Chr5	R2	1
227	227	33935410	34030337	8	12	2	28	Chr5	R2	1
228	228	34066049	34192708	17	25	4	136	Chr5	R2	1
229	229	34263170	34349470	29	43	7	406	Chr5	R2	1
230	230	34352595	34497520	44	106	31	946	Chr5	R2	2
231	231	34528784	34646807	42	82	20	861	Chr5	R2	2
232	232	34652374	34791323	30	44	7	435	Chr5	R2	1
233	233	34802498	34942719	20	30	5	190	Chr5	R2	1
234	234	34966807	35082816	12	18	3	66	Chr5	R2	1
235	235	35100634	35246481	34	72	19	561	Chr5	R2	2
236	236	35251071	35394429	8	10	1	28	Chr5	R2	1
237	237	35415288	35543974	15	19	2	105	Chr5	R2	1
238	238	35558358	35698239	23	31	4	253	Chr5	R2	1
239	239	35707020	35846185	16	20	2	120	Chr5	R2	1
240	240	35950410	35998113	4	4	0	6	Chr5	R2	1
241	241	36003342	36146390	27	61	17	351	Chr5	R2	2
242	242	36151393	36295661	24	76	26	276	Chr5	R2	2
243	243	36304766	36430353	17	41	12	136	Chr5	R2	2
244	244	36458676	36597927	12	26	7	66	Chr5	R2	1
245	245	36600459	36745257	14	18	2	91	Chr5	R2	1
246	246	36753429	36873991	15	17	1	105	Chr5	R2	1
247	247	36902499	37040749	19	25	3	171	Chr5	R2	1
248	248	37061932	37196412	23	35	6	253	Chr5	R2	1
249	249	37200610	37330778	10	12	1	45	Chr5	R2	1
250	250	37360112	37495712	9	11	1	36	Chr5	R2	1
251	251	37504233	37642436	23	31	4	253	Chr5	R2	1
252	252	37669717	37778979	18	26	4	153	Chr5	R2	1
253	253	37805729	37925214	21	37	8	210	Chr5	R2	1
254	254	37953178	38093571	23	39	8	253	Chr5	R2	1
255	255	38109088	38236728	34	68	17	561	Chr5	R2	2
256	256	38264966	38397385	34	68	17	561	Chr5	R2	2
257	257	38402111	38547545	23	33	5	253	Chr5	R2	1
258	258	38553545	38672511	11	11	0	55	Chr5	R2	1
259	259	38704832	38849487	23	39	8	253	Chr5	R2	1
260	260	38856420	38998446	15	21	3	105	Chr5	R2	1
261	261	39016491	39149448	9	9	0	36	Chr5	R2	1
262	262	39166859	39297068	25	33	4	300	Chr5	R2	1
263	263	39300861	39446548	33	69	18	528	Chr5	R2	2
264	264	39451489	39593343	20	30	5	190	Chr5	R2	1
265	265	39600757	39743026	14	14	0	91	Chr5	R2	1
266	266	39753036	39892813	16	20	2	120	Chr5	R2	1
267	267	39918038	40048443	17	21	2	136	Chr5	R2	1
268	268	40056153	40159230	15	19	2	105	Chr5	R2	1
269	269	40201148	40348940	35	47	6	595	Chr5	R2	1
270	270	40360102	40496214	34	64	15	561	Chr5	R2	2
271	271	40500832	40649989	31	43	6	465	Chr5	R2	1
272	272	40651012	40772097	14	16	1	91	Chr5	R2	1
273	273	40818503	40942155	17	25	4	136	Chr5	R2	1
274	274	40960175	41093321	28	36	4	378	Chr5	R2	1
275	275	41100814	41249828	46	74	14	1035	Chr5	R2	1
276	276	41251434	41389437	21	27	3	210	Chr5	R2	1
277	277	41406345	41537414	19	23	2	171	Chr5	R2	1
278	278	41550665	41690365	28	40	6	378	Chr5	R2	1
279	279	41704377	41828694	18	20	1	153	Chr5	R2	1
280	280	41853512	41995427	14	20	3	91	Chr5	R2	1
281	281	42033922	42124790	15	15	0	105	Chr5	R2	1
282	282	42173515	42299320	14	16	1	91	Chr5	R2	1
283	283	42311519	42449537	16	20	2	120	Chr5	R2	1
284	284	42450535	42588369	11	13	1	55	Chr5	R2	1
285	285	42604606	42749118	24	32	4	276	Chr5	R2	1
286	286	42765933	42882149	10	10	0	45	Chr5	R2	1
287	287	42904151	43017518	17	17	0	136	Chr5	R2	1
288	288	43055115	43149594	12	22	5	66	Chr5	R2	1
289	289	43220216	43328732	12	12	0	66	Chr5	R2	1
290	290	43356256	43492427	20	26	3	190	Chr5	R2	1
291	291	43503006	43640627	12	16	2	66	Chr5	R2	1
292	292	43657330	43786922	5	7	1	10	Chr5	R2	1
293	293	43808888	43924883	10	12	1	45	Chr5	R2	1
294	294	43952062	44096490	15	15	0	105	Chr5	R2	1
295	295	44106213	44248408	12	14	1	66	Chr5	R2	1
296	296	44258337	44393992	26	28	1	325	Chr5	R2	1
297	297	44402348	44517674	14	20	3	91	Chr5	R2	1
298	298	44556726	44696333	22	26	2	231	Chr5	R2	1
299	299	44717828	44819803	9	9	0	36	Chr5	R2	1
300	300	44855804	44994011	12	12	0	66	Chr5	R2	1
301	301	45000892	45111365	11	11	0	55	Chr5	R2	1
302	302	45191091	45294462	19	31	6	171	Chr5	R2	1
303	303	45300800	45448226	19	21	1	171	Chr5	R2	1
304	304	45462182	45599694	35	83	24	595	Chr5	R2	2
305	305	45609821	45747084	19	27	4	171	Chr5	R2	1
306	306	45755835	45874050	26	80	27	325	Chr5	R2	2
307	307	45918677	46037210	7	9	1	21	Chr5	R2	1
308	308	46059061	46186434	18	26	4	153	Chr5	R2	1
309	309	46200433	46349117	19	25	3	171	Chr5	R2	1
310	310	46353640	46499265	22	32	5	231	Chr5	R2	1
311	311	46507959	46648247	8	8	0	28	Chr5	R2	1
312	312	46650317	46795559	26	36	5	325	Chr5	R2	1
313	313	46802520	46946382	25	27	1	300	Chr5	R2	1
314	314	46957106	47099697	21	27	3	210	Chr5	R2	1
315	315	47108645	47241230	40	68	14	780	Chr5	R2	1
316	316	47253175	47388526	28	44	8	378	Chr5	R2	1
317	317	47405281	47539369	32	48	8	496	Chr5	R2	1
318	318	47552221	47699099	42	66	12	861	Chr5	R2	1
319	319	47701347	47848139	43	55	6	903	Chr5	R2	1
320	320	47850876	47990295	44	70	13	946	Chr5	R2	1
321	321	48003416	48149767	56	110	27	1540	Chr5	R2	2
322	322	48152807	48293118	48	94	23	1128	Chr5	R2	2
323	323	48303006	48443686	29	87	29	406	Chr5	R2	2
324	324	48472597	48593469	23	61	19	253	Chr5	R2	2
325	325	48603082	48745525	31	83	26	465	Chr5	R2	2
326	326	48751724	48860332	44	134	45	946	Chr5	R2	2
