X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
149	149	22209939	22347735	12	20	4	66	ChrX	S1	1
150	150	22441631	22465498	4	4	0	6	ChrX	S1	1
151	151	22532630	22647531	12	18	3	66	ChrX	S1	1
152	152	22660289	22769765	7	9	1	21	ChrX	S1	1
153	153	22865486	22942700	8	8	0	28	ChrX	S1	1
154	154	22959655	23090937	7	7	0	21	ChrX	S1	1
155	155	23137027	23206919	7	7	0	21	ChrX	S1	1
156	156	23261832	23379549	16	18	1	120	ChrX	S1	1
157	157	23456197	23537910	4	4	0	6	ChrX	S1	1
158	158	23556096	23692148	18	26	4	153	ChrX	S1	1
159	159	23722236	23844897	9	9	0	36	ChrX	S1	1
160	160	23860880	23972607	5	7	1	10	ChrX	S1	1
161	161	24029475	24093362	6	6	0	15	ChrX	S1	1
162	162	24153107	24282878	15	21	3	105	ChrX	S1	1
163	163	24301385	24424892	10	10	0	45	ChrX	S1	1
164	164	24458570	24591767	13	15	1	78	ChrX	S1	1
165	165	24601761	24724183	9	9	0	36	ChrX	S1	1
166	166	24750698	24896859	8	10	1	28	ChrX	S1	1
167	167	24900765	25020536	10	14	2	45	ChrX	S1	1
168	168	25106108	25158557	9	9	0	36	ChrX	S1	1
169	169	25213834	25349414	8	10	1	28	ChrX	S1	1
170	170	25366493	25468967	11	15	2	55	ChrX	S1	1
171	171	25533316	25630340	11	17	3	55	ChrX	S1	1
172	172	25657356	25796256	9	11	1	36	ChrX	S1	1
173	173	25805773	25933256	13	17	2	78	ChrX	S1	1
174	174	25956013	26095919	20	32	6	190	ChrX	S1	1
175	175	26110959	26232144	17	19	1	136	ChrX	S1	1
176	176	26252522	26390214	7	7	0	21	ChrX	S1	1
177	177	26403914	26544842	10	12	1	45	ChrX	S1	1
178	178	26569863	26663773	13	15	1	78	ChrX	S1	1
179	179	26709509	26842676	10	22	6	45	ChrX	S1	1
180	180	26884501	26980380	4	4	0	6	ChrX	S1	1
181	181	27001191	27147098	16	20	2	120	ChrX	S1	1
182	182	27161839	27262211	5	5	0	10	ChrX	S1	1
183	183	27306392	27432034	6	6	0	15	ChrX	S1	1
184	184	27466133	27578517	14	16	1	91	ChrX	S1	1
185	185	27605911	27712421	20	36	8	190	ChrX	S1	1
186	186	27759808	27889696	6	6	0	15	ChrX	S1	1
187	187	27926128	28035581	8	8	0	28	ChrX	S1	1
188	188	28066184	28199438	9	9	0	36	ChrX	S1	1
189	189	28204909	28341145	9	11	1	36	ChrX	S1	1
190	190	28413243	28458750	4	4	0	6	ChrX	S1	1
191	191	28556537	28628594	4	4	0	6	ChrX	S1	1
192	192	28680256	28790815	11	13	1	55	ChrX	S1	1
193	193	28811727	28811727	1	1	0	0	ChrX	S1	1
194	194	28972242	29091829	7	7	0	21	ChrX	S1	1
195	195	29105857	29201026	8	12	2	28	ChrX	S1	1
196	196	29258401	29393366	19	21	1	171	ChrX	S1	1
197	197	29412385	29439105	5	5	0	10	ChrX	S1	1
198	198	29565077	29677868	5	7	1	10	ChrX	S1	1
199	199	29700002	29847473	16	22	3	120	ChrX	S1	1
200	200	29859058	29931025	8	8	0	28	ChrX	S1	1
201	201	30064444	30149822	6	8	1	15	ChrX	S1	1
202	202	30159222	30240249	3	3	0	3	ChrX	S1	1
203	203	30319920	30433900	7	7	0	21	ChrX	S1	1
204	204	30460217	30562364	10	12	1	45	ChrX	S1	1
205	205	30604061	30743030	4	4	0	6	ChrX	S1	1
206	206	30764227	30836027	3	3	0	3	ChrX	S1	1
207	207	30912259	31024609	7	9	1	21	ChrX	S1	1
208	208	31094199	31198508	8	10	1	28	ChrX	S1	1
209	209	31207730	31347167	18	20	1	153	ChrX	S1	1
210	210	31350830	31488805	4	4	0	6	ChrX	S1	1
211	211	31500449	31623141	8	8	0	28	ChrX	S1	1
212	212	31671485	31797493	10	14	2	45	ChrX	S1	1
213	213	31809317	31949945	9	9	0	36	ChrX	S1	1
214	214	32003651	32093989	3	3	0	3	ChrX	S1	1
215	215	32130890	32213508	9	11	1	36	ChrX	S1	1
216	216	32280781	32392415	4	6	1	6	ChrX	S1	1
217	217	32403973	32544379	11	11	0	55	ChrX	S1	1
218	218	32551964	32688877	19	23	2	171	ChrX	S1	1
219	219	32720220	32823512	9	15	3	36	ChrX	S1	1
220	220	32865120	32995187	14	14	0	91	ChrX	S1	1
221	221	33000292	33142215	10	10	0	45	ChrX	S1	1
222	222	33159341	33288022	14	22	4	91	ChrX	S1	1
223	223	33316533	33411205	5	5	0	10	ChrX	S1	1
224	224	33451069	33582986	8	8	0	28	ChrX	S1	1
225	225	33626138	33739300	8	10	1	28	ChrX	S1	1
226	226	33756192	33898889	9	9	0	36	ChrX	S1	1
227	227	33928267	34045114	12	12	0	66	ChrX	S1	1
228	228	34051232	34197299	4	4	0	6	ChrX	S1	1
229	229	34221708	34341346	16	18	1	120	ChrX	S1	1
230	230	34354750	34470779	9	9	0	36	ChrX	S1	1
231	231	34505218	34638806	10	16	3	45	ChrX	S1	1
232	232	34663055	34779412	9	9	0	36	ChrX	S1	1
233	233	34820824	34939904	8	10	1	28	ChrX	S1	1
234	234	34964021	35095430	28	36	4	378	ChrX	S1	1
235	235	35105856	35221565	8	10	1	28	ChrX	S1	1
236	236	35251171	35385381	18	28	5	153	ChrX	S1	1
237	237	35403948	35547464	20	56	18	190	ChrX	S1	2
238	238	35565296	35698370	14	48	17	91	ChrX	S1	2
239	239	35778629	35848357	4	4	0	6	ChrX	S1	1
240	240	35853294	35995852	22	26	2	231	ChrX	S1	1
241	241	36001924	36122507	9	13	2	36	ChrX	S1	1
242	242	36184647	36297199	8	10	1	28	ChrX	S1	1
243	243	36309017	36427034	18	60	21	153	ChrX	S1	2
244	244	36455289	36598811	13	21	4	78	ChrX	S1	1
245	245	36654683	36746375	21	29	4	210	ChrX	S1	1
246	246	36758751	36892438	20	26	3	190	ChrX	S1	1
247	247	36901506	37043251	20	22	1	190	ChrX	S1	1
248	248	37065012	37197917	13	17	2	78	ChrX	S1	1
249	249	37209916	37348333	23	25	1	253	ChrX	S1	1
250	250	37361403	37466562	11	11	0	55	ChrX	S1	1
251	251	37571203	37638791	8	8	0	28	ChrX	S1	1
252	252	37655228	37791436	10	10	0	45	ChrX	S1	1
253	253	37806972	37948516	30	34	2	435	ChrX	S1	1
254	254	37953622	38097774	29	33	2	406	ChrX	S1	1
255	255	38111313	38225486	10	10	0	45	ChrX	S1	1
256	256	38251227	38382622	10	12	1	45	ChrX	S1	1
257	257	38410385	38548067	24	30	3	276	ChrX	S1	1
258	258	38552317	38676840	14	16	1	91	ChrX	S1	1
259	259	38703959	38840771	11	13	1	55	ChrX	S1	1
260	260	38862736	38992084	13	15	1	78	ChrX	S1	1
261	261	39025765	39147994	10	12	1	45	ChrX	S1	1
262	262	39150756	39296088	20	28	4	190	ChrX	S1	1
263	263	39303079	39448827	26	26	0	325	ChrX	S1	1
264	264	39455030	39581464	30	40	5	435	ChrX	S1	1
265	265	39614590	39741904	22	32	5	231	ChrX	S1	1
266	266	39803112	39894787	12	18	3	66	ChrX	S1	1
267	267	39904423	40039715	6	6	0	15	ChrX	S1	1
268	268	40067807	40199560	5	5	0	10	ChrX	S1	1
269	269	40203029	40339282	14	14	0	91	ChrX	S1	1
270	270	40358593	40484814	15	17	1	105	ChrX	S1	1
271	271	40504440	40615183	11	11	0	55	ChrX	S1	1
272	272	40655045	40767446	5	5	0	10	ChrX	S1	1
273	273	40891281	40930830	4	4	0	6	ChrX	S1	1
274	274	40953115	41098572	20	22	1	190	ChrX	S1	1
275	275	41101054	41249038	17	17	0	136	ChrX	S1	1
276	276	41255394	41383579	16	18	1	120	ChrX	S1	1
277	277	41418718	41541481	22	22	0	231	ChrX	S1	1
278	278	41554809	41692719	22	24	1	231	ChrX	S1	1
279	279	41702254	41846694	21	21	0	210	ChrX	S1	1
280	280	41852788	41998153	21	29	4	210	ChrX	S1	1
281	281	42009266	42136867	27	31	2	351	ChrX	S1	1
282	282	42159547	42286616	13	13	0	78	ChrX	S1	1
283	283	42361792	42444252	3	3	0	3	ChrX	S1	1
284	284	42461360	42530329	6	6	0	15	ChrX	S1	1
285	285	42658006	42714943	6	6	0	15	ChrX	S1	1
286	286	42752072	42865460	15	23	4	105	ChrX	S1	1
287	287	42903341	43046242	28	60	16	378	ChrX	S1	2
288	288	43052203	43191899	23	57	17	253	ChrX	S1	2
289	289	43200691	43321425	23	27	2	253	ChrX	S1	1
290	290	43352078	43497755	20	32	6	190	ChrX	S1	1
291	291	43502938	43649941	35	59	12	595	ChrX	S1	1
292	292	43657195	43794564	27	31	2	351	ChrX	S1	1
293	293	43812173	43949109	17	17	0	136	ChrX	S1	1
294	294	43956291	44095257	14	18	2	91	ChrX	S1	1
295	295	44116212	44249096	23	117	47	253	ChrX	S1	2
296	296	44251063	44399775	17	113	48	136	ChrX	S1	2
297	297	44407682	44536272	10	66	28	45	ChrX	S1	2
298	298	44558490	44652528	10	38	14	45	ChrX	S1	2
299	299	44708716	44847018	11	71	30	55	ChrX	S1	2
300	300	44857960	44991831	23	93	35	253	ChrX	S1	2
301	301	45005984	45138964	15	37	11	105	ChrX	S1	2
302	302	45160091	45297008	26	298	136	325	ChrX	S1	2
303	303	45319391	45448107	29	341	156	406	ChrX	S1	2
304	304	45453399	45566937	17	127	55	136	ChrX	S1	2
305	305	45601356	45749376	28	300	136	378	ChrX	S1	2
306	306	45772212	45899404	24	146	61	276	ChrX	S1	2
307	307	45900017	45996595	20	152	66	190	ChrX	S1	2
