X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
85	85	12602369	12746811	15	19	2	105	Chr5	R1	1
86	86	12757598	12894199	38	52	7	703	Chr5	R1	1
87	87	12901238	13039300	27	35	4	351	Chr5	R1	1
88	88	13081515	13199868	31	57	13	465	Chr5	R1	1
89	89	13200383	13344826	22	28	3	231	Chr5	R1	1
90	90	13353783	13488517	33	55	11	528	Chr5	R1	1
91	91	13523782	13630086	15	17	1	105	Chr5	R1	1
92	92	13651100	13797393	18	18	0	153	Chr5	R1	1
93	93	13804543	13944707	21	27	3	210	Chr5	R1	1
94	94	13953307	14095518	29	49	10	406	Chr5	R1	1
95	95	14106729	14243328	33	51	9	528	Chr5	R1	1
96	96	14259542	14393876	17	19	1	136	Chr5	R1	1
97	97	14401798	14548478	8	8	0	28	Chr5	R1	1
98	98	14568868	14686039	12	16	2	66	Chr5	R1	1
99	99	14710146	14845487	17	21	2	136	Chr5	R1	1
100	100	14850792	14997952	27	39	6	351	Chr5	R1	1
101	101	15018825	15147762	42	70	14	861	Chr5	R1	1
102	102	15195665	15293208	13	15	1	78	Chr5	R1	1
103	103	15302994	15441688	27	35	4	351	Chr5	R1	1
104	104	15485593	15595436	18	34	8	153	Chr5	R1	1
105	105	15600038	15613540	4	4	0	6	Chr5	R1	1
106	106	15765636	15891423	19	29	5	171	Chr5	R1	1
107	107	15908628	16047628	30	42	6	435	Chr5	R1	1
108	108	16066999	16186807	25	41	8	300	Chr5	R1	1
109	109	16205745	16349012	21	27	3	210	Chr5	R1	1
110	110	16351050	16481313	24	36	6	276	Chr5	R1	1
111	111	16501571	16627913	23	35	6	253	Chr5	R1	1
112	112	16677349	16786078	22	34	6	231	Chr5	R1	1
113	113	16800707	16949644	31	63	16	465	Chr5	R1	2
114	114	16953291	17092596	23	25	1	253	Chr5	R1	1
115	115	17112956	17237288	26	28	1	325	Chr5	R1	1
116	116	17253104	17388299	17	21	2	136	Chr5	R1	1
117	117	17404274	17548098	36	78	21	630	Chr5	R1	2
118	118	17563670	17699837	36	98	31	630	Chr5	R1	2
119	119	17718610	17830242	14	14	0	91	Chr5	R1	1
120	120	17852426	17998182	23	43	10	253	Chr5	R1	1
121	121	18000357	18142615	35	63	14	595	Chr5	R1	1
122	122	18165057	18298933	35	69	17	595	Chr5	R1	2
123	123	18305416	18449786	29	41	6	406	Chr5	R1	1
124	124	18452173	18592207	26	34	4	325	Chr5	R1	1
125	125	18611093	18747851	13	13	0	78	Chr5	R1	1
126	126	18753193	18896096	23	35	6	253	Chr5	R1	1
127	127	18903112	19044806	26	44	9	325	Chr5	R1	1
128	128	19050237	19193500	25	35	5	300	Chr5	R1	1
129	129	19201476	19348636	27	35	4	351	Chr5	R1	1
130	130	19368742	19494823	35	47	6	595	Chr5	R1	1
131	131	19502605	19648669	44	106	31	946	Chr5	R1	2
132	132	19653606	19797690	25	45	10	300	Chr5	R1	1
133	133	19805292	19949084	29	51	11	406	Chr5	R1	1
134	134	19950015	20099423	45	99	27	990	Chr5	R1	2
135	135	20104494	20237195	20	62	21	190	Chr5	R1	2
136	136	20261487	20379723	28	40	6	378	Chr5	R1	1
137	137	20408782	20542369	33	57	12	528	Chr5	R1	1
138	138	20554790	20683553	26	36	5	325	Chr5	R1	1
139	139	20702228	20849972	26	38	6	325	Chr5	R1	1
140	140	20852941	20997250	36	74	19	630	Chr5	R1	2
141	141	21001041	21148245	28	52	12	378	Chr5	R1	1
142	142	21152136	21171693	3	3	0	3	Chr5	R1	1
143	143	21412884	21447987	9	9	0	36	Chr5	R1	1
144	144	21456574	21598183	22	26	2	231	Chr5	R1	1
145	145	21606598	21743342	11	11	0	55	Chr5	R1	1
146	146	21750083	21898972	23	37	7	253	Chr5	R1	1
147	147	21903480	22044301	26	42	8	325	Chr5	R1	1
148	148	22061468	22189602	44	76	16	946	Chr5	R1	1
149	149	22203866	22349462	43	161	59	903	Chr5	R1	2
150	150	22356161	22498514	38	90	26	703	Chr5	R1	2
151	151	22501648	22649753	39	73	17	741	Chr5	R1	2
152	152	22663777	22793154	44	84	20	946	Chr5	R1	2
153	153	22804327	22936223	26	36	5	325	Chr5	R1	1
154	154	22959878	23089531	40	88	24	780	Chr5	R1	2
155	155	23103631	23248919	26	34	4	325	Chr5	R1	1
156	156	23251917	23397894	32	54	11	496	Chr5	R1	1
157	157	23400290	23549893	38	70	16	703	Chr5	R1	2
158	158	23550526	23678601	21	33	6	210	Chr5	R1	1
159	159	23702027	23834412	21	25	2	210	Chr5	R1	1
160	160	23863086	23999172	36	52	8	630	Chr5	R1	1
161	161	24002692	24143903	21	25	2	210	Chr5	R1	1
162	162	24150638	24281735	38	82	22	703	Chr5	R1	2
163	163	24303126	24448135	32	60	14	496	Chr5	R1	2
164	164	24454735	24599933	18	26	4	153	Chr5	R1	1
165	165	24614056	24738571	19	23	2	171	Chr5	R1	1
166	166	24758080	24889073	17	27	5	136	Chr5	R1	1
167	167	24905916	25047637	31	65	17	465	Chr5	R1	2
168	168	25061606	25189430	21	41	10	210	Chr5	R1	1
169	169	25209511	25343098	21	23	1	210	Chr5	R1	1
170	170	25353190	25491119	30	42	6	435	Chr5	R1	1
171	171	25502474	25649100	23	37	7	253	Chr5	R1	1
172	172	25653598	25799808	21	51	15	210	Chr5	R1	2
173	173	25830348	25943433	17	37	10	136	Chr5	R1	2
174	174	25953862	26086139	38	86	24	703	Chr5	R1	2
175	175	26119117	26246744	24	34	5	276	Chr5	R1	1
176	176	26252236	26397694	36	72	18	630	Chr5	R1	2
177	177	26403341	26546247	37	121	42	666	Chr5	R1	2
178	178	26562419	26698993	30	50	10	435	Chr5	R1	1
179	179	26704592	26848804	25	53	14	300	Chr5	R1	2
180	180	26853829	26969739	37	105	34	666	Chr5	R1	2
181	181	27007981	27147838	23	33	5	253	Chr5	R1	1
182	182	27158092	27287459	22	42	10	231	Chr5	R1	1
183	183	27302520	27438464	39	57	9	741	Chr5	R1	1
184	184	27450064	27599866	17	29	6	136	Chr5	R1	1
185	185	27600534	27732603	38	58	10	703	Chr5	R1	1
186	186	27750304	27894103	23	37	7	253	Chr5	R1	1
187	187	27904934	28040117	26	38	6	325	Chr5	R1	1
188	188	28058586	28198795	28	50	11	378	Chr5	R1	1
189	189	28200420	28325373	35	59	12	595	Chr5	R1	1
190	190	28376280	28497882	19	31	6	171	Chr5	R1	1
191	191	28501452	28641935	21	47	13	210	Chr5	R1	2
192	192	28655322	28792560	30	44	7	435	Chr5	R1	1
193	193	28804931	28941984	24	50	13	276	Chr5	R1	2
194	194	28953127	29099701	24	38	7	276	Chr5	R1	1
195	195	29107913	29246382	33	49	8	528	Chr5	R1	1
196	196	29250315	29396908	29	47	9	406	Chr5	R1	1
197	197	29401304	29542848	30	52	11	435	Chr5	R1	1
198	198	29551099	29551099	1	1	0	0	Chr5	R1	1
199	199	29830958	29844375	4	4	0	6	Chr5	R1	1
200	200	29853473	29996562	40	106	33	780	Chr5	R1	2
201	201	30006116	30145791	23	37	7	253	Chr5	R1	1
202	202	30152720	30293629	25	35	5	300	Chr5	R1	1
203	203	30302361	30448981	18	26	4	153	Chr5	R1	1
204	204	30455049	30593724	27	33	3	351	Chr5	R1	1
205	205	30600519	30747394	24	36	6	276	Chr5	R1	1
206	206	30763766	30894856	18	24	3	153	Chr5	R1	1
207	207	30906054	31044362	23	23	0	253	Chr5	R1	1
208	208	31051182	31194695	28	48	10	378	Chr5	R1	1
209	209	31205332	31344050	25	39	7	300	Chr5	R1	1
210	210	31355161	31495797	29	41	6	406	Chr5	R1	1
211	211	31507903	31597989	36	66	15	630	Chr5	R1	2
212	212	31657968	31790560	29	63	17	406	Chr5	R1	2
213	213	31806984	31930994	21	23	1	210	Chr5	R1	1
214	214	31956089	32094998	15	19	2	105	Chr5	R1	1
215	215	32102104	32235075	24	44	10	276	Chr5	R1	1
216	216	32254219	32395578	29	57	14	406	Chr5	R1	2
217	217	32415097	32548839	19	29	5	171	Chr5	R1	1
218	218	32575961	32697351	13	17	2	78	Chr5	R1	1
219	219	32712744	32849703	15	15	0	105	Chr5	R1	1
220	220	32854459	32995892	34	50	8	561	Chr5	R1	1
221	221	33017028	33145672	17	31	7	136	Chr5	R1	1
222	222	33153770	33299603	30	42	6	435	Chr5	R1	1
223	223	33312393	33449855	30	38	4	435	Chr5	R1	1
224	224	33450190	33597686	24	44	10	276	Chr5	R1	1
225	225	33608225	33748574	32	76	22	496	Chr5	R1	2
226	226	33753869	33838683	15	17	1	105	Chr5	R1	1
227	227	33935410	34030337	8	8	0	28	Chr5	R1	1
228	228	34066049	34192708	18	22	2	153	Chr5	R1	1
229	229	34256186	34349470	30	42	6	435	Chr5	R1	1
230	230	34352595	34497520	40	82	21	780	Chr5	R1	2
231	231	34528784	34648707	39	75	18	741	Chr5	R1	2
232	232	34650258	34783783	27	35	4	351	Chr5	R1	1
233	233	34802498	34942719	18	26	4	153	Chr5	R1	1
234	234	34966807	35091335	13	15	1	78	Chr5	R1	1
235	235	35100634	35246481	36	60	12	630	Chr5	R1	1
236	236	35251071	35394429	9	9	0	36	Chr5	R1	1
237	237	35415288	35543974	15	17	1	105	Chr5	R1	1
238	238	35558358	35698239	25	37	6	300	Chr5	R1	1
239	239	35707020	35846185	14	28	7	91	Chr5	R1	1
240	240	35950410	35998113	4	8	2	6	Chr5	R1	1
241	241	36003342	36146390	25	37	6	300	Chr5	R1	1
242	242	36151393	36295661	23	49	13	253	Chr5	R1	2
243	243	36304766	36430353	16	38	11	120	Chr5	R1	2
244	244	36475814	36597927	11	19	4	55	Chr5	R1	1
245	245	36600459	36745257	14	24	5	91	Chr5	R1	1
246	246	36752211	36873991	15	27	6	105	Chr5	R1	1
247	247	36902499	37040749	16	18	1	120	Chr5	R1	1
248	248	37061932	37196412	21	31	5	210	Chr5	R1	1
249	249	37200610	37330778	11	11	0	55	Chr5	R1	1
250	250	37360379	37495712	8	8	0	28	Chr5	R1	1
251	251	37504233	37642436	23	35	6	253	Chr5	R1	1
252	252	37669717	37778979	20	24	2	190	Chr5	R1	1
253	253	37805729	37925214	20	38	9	190	Chr5	R1	1
254	254	37953178	38093571	24	44	10	276	Chr5	R1	1
255	255	38109088	38236728	34	70	18	561	Chr5	R1	2
256	256	38264966	38397385	30	58	14	435	Chr5	R1	2
257	257	38402111	38547545	21	31	5	210	Chr5	R1	1
258	258	38553545	38672511	10	16	3	45	Chr5	R1	1
259	259	38704832	38846337	22	32	5	231	Chr5	R1	1
260	260	38856420	38998446	16	16	0	120	Chr5	R1	1
261	261	39018196	39149448	9	9	0	36	Chr5	R1	1
262	262	39166859	39296420	24	28	2	276	Chr5	R1	1
263	263	39309237	39446548	32	58	13	496	Chr5	R1	1
264	264	39451489	39593343	21	37	8	210	Chr5	R1	1
265	265	39600757	39743026	17	17	0	136	Chr5	R1	1
266	266	39753036	39892813	18	20	1	153	Chr5	R1	1
267	267	39918038	40048443	18	26	4	153	Chr5	R1	1
268	268	40056153	40159230	13	15	1	78	Chr5	R1	1
269	269	40201148	40348940	33	41	4	528	Chr5	R1	1
270	270	40360102	40496214	34	102	34	561	Chr5	R1	2
271	271	40500832	40649989	28	30	1	378	Chr5	R1	1
272	272	40661561	40772097	15	17	1	105	Chr5	R1	1
273	273	40818503	40942155	15	17	1	105	Chr5	R1	1
274	274	40960175	41093321	27	33	3	351	Chr5	R1	1
275	275	41100814	41249828	46	84	19	1035	Chr5	R1	2
276	276	41251434	41389437	20	36	8	190	Chr5	R1	1
277	277	41406345	41537414	23	25	1	253	Chr5	R1	1
278	278	41550665	41690365	26	32	3	325	Chr5	R1	1
279	279	41704377	41828694	17	21	2	136	Chr5	R1	1
280	280	41853512	41995427	15	17	1	105	Chr5	R1	1
281	281	42019856	42124790	15	23	4	105	Chr5	R1	1
282	282	42173515	42299320	14	24	5	91	Chr5	R1	1
283	283	42311519	42449537	13	13	0	78	Chr5	R1	1
284	284	42450535	42599316	13	17	2	78	Chr5	R1	1
285	285	42604606	42749118	22	46	12	231	Chr5	R1	2
286	286	42765933	42882149	11	13	1	55	Chr5	R1	1
287	287	42904151	43017518	11	23	6	55	Chr5	R1	1
288	288	43055115	43149594	11	19	4	55	Chr5	R1	1
289	289	43220216	43328732	10	10	0	45	Chr5	R1	1
290	290	43356256	43492427	22	28	3	231	Chr5	R1	1
291	291	43503006	43640627	12	16	2	66	Chr5	R1	1
292	292	43657330	43786922	5	5	0	10	Chr5	R1	1
293	293	43800185	43924883	8	12	2	28	Chr5	R1	1
294	294	43952062	44096490	14	22	4	91	Chr5	R1	1
295	295	44106213	44243407	13	15	1	78	Chr5	R1	1
296	296	44254118	44393992	25	57	16	300	Chr5	R1	2
297	297	44402348	44521305	13	17	2	78	Chr5	R1	1
298	298	44556726	44696333	23	41	9	253	Chr5	R1	1
299	299	44717828	44811821	8	12	2	28	Chr5	R1	1
300	300	44855804	44994011	12	12	0	66	Chr5	R1	1
301	301	45000892	45119942	11	15	2	55	Chr5	R1	1
302	302	45191091	45294462	19	27	4	171	Chr5	R1	1
303	303	45300800	45448226	16	26	5	120	Chr5	R1	1
304	304	45465251	45599694	35	67	16	595	Chr5	R1	2
305	305	45609821	45747363	18	34	8	153	Chr5	R1	1
306	306	45761153	45877086	21	35	7	210	Chr5	R1	1
307	307	45934265	46046171	9	9	0	36	Chr5	R1	1
308	308	46059061	46186434	19	29	5	171	Chr5	R1	1
309	309	46200433	46349117	20	32	6	190	Chr5	R1	1
310	310	46353640	46496482	21	31	5	210	Chr5	R1	1
311	311	46502506	46648247	10	16	3	45	Chr5	R1	1
312	312	46650317	46795559	25	31	3	300	Chr5	R1	1
313	313	46802520	46946382	22	34	6	231	Chr5	R1	1
314	314	46954592	47099697	25	51	13	300	Chr5	R1	2
315	315	47108645	47241230	40	92	26	780	Chr5	R1	2
316	316	47253175	47388526	28	40	6	378	Chr5	R1	1
317	317	47405281	47539369	32	50	9	496	Chr5	R1	1
318	318	47552221	47699099	40	56	8	780	Chr5	R1	1
319	319	47701347	47848139	41	43	1	820	Chr5	R1	1
320	320	47850876	47990295	45	67	11	990	Chr5	R1	1
321	321	48003416	48149767	55	171	58	1485	Chr5	R1	2
322	322	48152807	48293118	44	102	29	946	Chr5	R1	2
323	323	48303006	48432549	29	109	40	406	Chr5	R1	2
324	324	48472597	48593469	21	65	22	210	Chr5	R1	2
325	325	48603082	48745525	29	77	24	406	Chr5	R1	2
326	326	48751724	48860332	42	194	76	861	Chr5	R1	2
